participant,session,phase,block,trial_in_block,global_trial,staircase,angle_bias,applied_angle,prop_used,true_shape,response_shape,accuracy,rt_choice,early_response,timeout,is_lapse,cue_color,cue_difficulty_prediction,expect_level,quest_alpha_mean,quest_alpha_sd,confidence_rating,confidence_rt,agency_rating,agency_rt,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_level
SIM0024s,1,calibration,0,1,1,0,0,0,0.1286936451523832,dot,dot,1.0,0.4602218267664664,True,False,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,7.161223198960474,193.3530263719328,253.01900252573031,27,27,8.460074904005015,193.3530263719328,235.29327538746685,193.3530263719328,205.30291010781104,-18.87658070431635,205.30291010781104,0.9,
SIM0024s,1,calibration,0,2,2,90,90,90,0.39274379578667834,square,dot,1.0,0.5493672324709689,True,False,True,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,6.625811966780924,212.02598293698958,200.736151911123,32,32,4.3310215498114655,212.02598293698958,211.10969049230897,212.02598293698958,222.60638078822916,-0.6082692791734774,222.60638078822916,0.7700099689423072,
SIM0024s,1,calibration,0,3,3,0,0,0,0.2805287036403843,square,square,1.0,4.866867557263516,True,False,True,gray,neutral,neutral,-0.21046510810816427,0.8,,,,,8.559252036942782,2499.3015947872923,158.1366795617323,292,292,9.23531113671708,2499.3015947872923,168.2894262344179,2499.3015947872923,2730.6362742463853,-51.07733675167109,2730.6362742463853,0.758348626128022,
SIM0024s,1,calibration,0,4,4,90,90,90,0.6859283027916074,square,dot,1.0,1.4500684142669493,True,False,False,gray,neutral,neutral,-0.21046510810816427,0.8,,,,,8.528094411022213,741.9442137589325,335.86782079031013,87,87,9.940793149956733,741.9442137589325,394.1309298865696,741.9442137589325,758.5717270175895,-6.389435379012056,758.5717270175895,0.881652535071037,
SIM0024s,1,calibration,0,5,5,0,0,0,0.650066851811724,square,square,1.0,0.9851119130942237,True,False,False,gray,neutral,neutral,-0.11546510810816427,0.8,,,,,15.477085768038025,913.1480603142435,302.3546804220334,59,59,14.874690381303095,913.1480603142435,322.58378595502137,913.1480603142435,1002.2630878546624,30.546592337285478,1002.2630878546624,0.8698515366921045,
SIM0024s,1,calibration,0,6,6,90,90,90,0.33637693232193894,dot,square,1.0,0.29270816950004175,True,False,False,gray,neutral,neutral,-0.11546510810816427,0.8,,,,,10.03091964081693,170.5256338938878,227.6182144421776,17,17,8.440688761801201,170.5256338938878,198.4804955061287,170.5256338938878,170.65202583991564,0.8956996184107785,170.65202583991564,0.7154540901325124,
SIM0024s,1,calibration,0,7,7,0,0,0,0.27046559230342615,square,square,0.0,0.310549958369497,True,False,False,gray,neutral,neutral,-0.20879844144149762,0.8,,,,,4.757974589629585,85.64354261333253,255.24113272636743,18,18,4.933589682928865,85.64354261333253,281.3002097534122,85.64354261333253,89.70763716603321,-1.0336018409870447,89.70763716603321,0.4123184445722698,
SIM0024s,1,calibration,0,8,8,90,90,-90,0.6543136561951317,dot,square,1.0,3.0131260078329016,True,False,False,gray,neutral,neutral,-0.02213177477483093,0.8,,,,,9.82117491601802,1767.8114848832436,257.09821249276547,180,180,8.80101166867288,1767.8114848832436,266.1264433834189,1767.8114848832436,1914.6611042037503,30.98675410886224,1914.6611042037503,0.5513182552340807,
SIM0024s,1,calibration,0,9,9,0,0,0,0.13228480071695667,dot,square,1.0,1.8938133591551336,True,False,False,gray,neutral,neutral,-0.11713177477483094,0.8,,,,,5.175254931574792,584.8038072679515,102.83785844024695,113,113,3.8137118857027326,584.8038072679515,86.15995043990972,584.8038072679515,606.7122959507861,-23.498702601954854,606.7122959507861,0.9,
SIM0024s,1,calibration,0,10,10,90,90,-90,0.4986607789985974,square,square,1.0,0.8659327620623753,True,False,True,gray,neutral,neutral,0.06953489189183575,0.8,,,,,7.701314913495445,392.76706058826767,227.49319596418246,51,51,7.059116450873622,392.76706058826767,243.50214886533143,392.76706058826767,406.0136543000044,-4.184049672465556,406.0136543000044,0.5211643754962837,
