participant,session,phase,block,trial_in_block,global_trial,staircase,angle_bias,applied_angle,prop_used,true_shape,response_shape,accuracy,rt_choice,early_response,timeout,is_lapse,cue_color,cue_difficulty_prediction,expect_level,quest_alpha_mean,quest_alpha_sd,confidence_rating,confidence_rt,agency_rating,agency_rt,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_level
SIM0005s,1,calibration,0,1,1,0,0,0,0.17601457969945697,square,square,1.0,0.2563479459270676,True,False,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,4.217540307886464,63.263104618296964,126.28190858950714,15,15,3.94886153927785,63.263104618296964,115.78796484718966,63.263104618296964,64.07620985754293,3.8541386760168463,64.07620985754293,0.7761792104275674,
SIM0005s,1,calibration,0,2,2,90,90,90,0.6939209502005504,square,square,1.0,0.26208441668508153,True,False,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,13.585428687364566,203.7814303104685,220.47688598328136,15,15,13.837461070684883,203.7814303104685,177.97524804806267,203.7814303104685,221.02844151302338,13.856123790656337,221.02844151302338,0.7886718338283514,
SIM0005s,1,calibration,0,3,3,0,0,0,0.3940645125074473,dot,square,0.0,0.24624725411809933,True,False,False,gray,neutral,neutral,-0.4037984414414976,0.8,,,,,2.8876021081121364,40.42642951356991,398.9525652005591,14,14,1.1688169758697606,40.42642951356991,362.16851217753276,40.42642951356991,43.60942106818001,-0.6763360960931393,43.60942106818001,0.320079295292999,
SIM0005s,1,calibration,0,4,4,90,90,90,0.6485241625821362,square,timeout,,,False,True,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,13.898139837173908,0.0,187.47528092351567,0,0,13.792150932274682,0.0,207.93520738130587,0.0,0.0,-0.0,0.0,0.8007797024893788,
SIM0005s,1,calibration,0,5,5,0,0,0,0.5664716257054965,square,dot,1.0,0.2625056723872499,True,False,False,gray,neutral,neutral,-0.3087984414414976,0.8,,,,,7.986920257932585,119.80380386898878,447.5272519861729,15,15,7.3199970129823235,119.80380386898878,483.1062324816004,119.80380386898878,124.82190882140748,7.004517825696804,124.82190882140748,0.738330626246866,
SIM0005s,1,calibration,0,6,6,90,90,90,0.1580863447478029,square,dot,1.0,0.2540897481687975,True,False,False,gray,neutral,neutral,-0.21213177477483094,0.8,,,,,6.323600313252173,94.8540046987826,319.1334558798982,15,15,5.166720615957061,94.8540046987826,359.0881426539244,94.8540046987826,100.18542720647197,6.64450037617967,100.18542720647197,0.5767517155706401,
SIM0005s,1,calibration,0,7,7,0,0,0,0.24966644231685303,square,square,0.0,0.2550112498799055,True,False,False,gray,neutral,neutral,-0.4021317747748309,0.8,,,,,0.1977475908298999,2.9662138624484986,368.5395188743769,15,15,-1.43957890245622,2.9662138624484986,417.13934462899084,2.9662138624484986,3.2077571797173134,0.1453788968251564,3.2077571797173134,0.31136151956221225,
SIM0005s,1,calibration,0,8,8,90,90,-90,0.4245144391677087,dot,dot,1.0,0.30765369349314264,True,False,False,gray,neutral,neutral,-0.11879844144149761,0.8,,,,,8.590172926722413,154.62311268100345,278.9662418516391,18,18,8.696479237324425,154.62311268100345,284.05806191305993,154.62311268100345,163.7620164200548,6.137951743803825,163.7620164200548,0.6289876166143868,
SIM0005s,1,calibration,0,9,9,0,0,0,0.34679001820721533,dot,dot,1.0,0.2530974684069198,True,False,False,gray,neutral,neutral,-0.31046510810816424,0.8,,,,,8.46537164238972,126.98057463584578,459.16803093145353,15,15,8.51111916362487,126.98057463584578,542.1117947238951,126.98057463584578,136.3613750117688,3.855483124246584,136.3613750117688,0.35936805579311165,
SIM0005s,1,calibration,0,10,10,90,90,90,0.5589306567343215,dot,square,0.0,0.257652157775374,True,False,False,gray,neutral,neutral,-0.21046510810816427,0.8,,,,,3.894769318825261,58.421539782378915,170.6100262261627,15,15,4.373563236897184,58.421539782378915,148.13310984469894,58.421539782378915,62.71013779797311,-4.281658156487931,62.71013779797311,0.46067535459691317,
SIM0005s,1,calibration,0,11,11,0,0,0,0.3065800078311106,dot,dot,0.0,0.25300787264854857,True,False,False,gray,neutral,neutral,-0.40046510810816427,0.8,,,,,-3.860864251881365,-57.91296377822047,272.67738281232846,15,15,-3.0133803169178144,-57.91296377822047,228.8627410805317,-57.91296377822047,-60.36576054568407,1.998196572317698,60.36576054568407,0.6768809543685856,
SIM0005s,1,calibration,0,12,12,90,90,90,0.194439246212775,square,square,0.0,0.26189453412266506,True,False,False,gray,neutral,neutral,-0.3004651081081643,0.8,,,,,1.9231769397776182,28.84765409666427,221.1930827464301,15,15,0.49037782161309984,28.84765409666427,187.7545735109186,28.84765409666427,30.21012846249119,2.8097035224664784,30.21012846249119,0.5748052941480796,
SIM0005s,1,calibration,0,13,13,0,0,0,0.5091038674458226,dot,dot,1.0,0.2536823379062411,True,False,False,gray,neutral,neutral,-0.31213177477483095,0.8,,,,,8.630851337778804,129.46277006668205,102.6386243511447,15,15,9.41718281333167,129.46277006668205,116.55887326966912,129.46277006668205,139.0118548745635,-7.742288262489274,139.0118548745635,0.7936590880320823,
SIM0005s,1,calibration,0,14,14,90,90,90,0.676958728278829,dot,square,1.0,0.2619299954241595,True,False,False,gray,neutral,neutral,-0.21213177477483097,0.8,,,,,13.147677626815907,197.2151644022386,281.6630624749433,15,15,12.59326959283708,197.2151644022386,238.69214781395735,197.2151644022386,215.78986272526362,-10.441056250365824,215.78986272526362,0.6609108790578195,
SIM0005s,1,calibration,0,15,15,0,0,0,0.5701181574408442,dot,square,1.0,0.2501363452671078,True,False,False,gray,neutral,neutral,-0.22546510810816428,0.8,,,,,13.118872257250159,196.78308385875238,355.65236802841,15,15,13.023828281038787,196.78308385875238,386.2194456809724,196.78308385875238,199.96352429285594,8.89726765494634,199.96352429285594,0.5744359860862921,
SIM0005s,1,calibration,0,16,16,90,90,-90,0.3165202083419093,dot,dot,1.0,0.26143206206004727,True,False,False,gray,neutral,neutral,-0.1254651081081643,0.8,,,,,7.615375772166475,114.23063658249713,172.12352803659473,15,15,7.699095725888738,114.23063658249713,181.97057387704703,114.23063658249713,117.77499130709225,-2.4326275327055367,117.77499130709225,0.516715041299954,
SIM0005s,1,calibration,0,17,17,0,0,0,0.5466889811740347,square,dot,1.0,0.2565051108128819,True,False,False,gray,neutral,neutral,-0.14046510810816426,0.8,,,,,8.493182224394062,127.39773336591092,265.25432696443147,15,15,7.68013487052683,127.39773336591092,252.31353840457453,127.39773336591092,134.78409821859992,-0.19550008786711515,134.78409821859992,0.8114177939239396,
SIM0005s,1,calibration,0,18,18,90,90,-90,0.11637219534300314,square,dot,0.0,0.255890505832904,True,False,True,gray,neutral,neutral,-0.21046510810816432,0.8,,,,,-0.046143493310540906,-0.6921523996581136,458.4081166756139,15,15,0.6984588062828321,-0.6921523996581136,471.16686810440314,-0.6921523996581136,-0.7511436307339588,-0.012609176205185521,0.7511436307339588,0.2108885591683713,
SIM0005s,1,calibration,0,19,19,0,0,0,0.6417404488635051,square,square,0.0,0.261601263377205,True,False,False,gray,neutral,neutral,-0.2237984414414976,0.8,,,,,4.634030397464891,69.51045596197336,428.6101564595233,15,15,4.978090745281973,69.51045596197336,355.5020119183122,69.51045596197336,71.39481995079618,5.981716862130627,71.39481995079618,0.35768994330169285,
SIM0005s,1,calibration,0,20,20,90,90,-90,0.5952073700185233,dot,dot,1.0,0.26819037809137825,True,False,False,gray,neutral,neutral,-0.12713177477483098,0.8,,,,,13.520551119539972,216.32881791263955,466.3358428825781,16,16,14.141628116391818,216.32881791263955,407.1511166505785,216.32881791263955,217.58297806892818,-7.992818955622123,217.58297806892818,0.5177332394239378,
SIM0005s,1,calibration,0,21,21,0,0,0,0.48930843895113124,square,dot,1.0,0.2509688104128067,True,False,True,gray,neutral,neutral,-0.14213177477483094,0.8,,,,,5.506494969615513,82.5974245442327,457.19518377433934,15,15,5.866520388631303,82.5974245442327,401.63919983956464,82.5974245442327,88.01129186707236,-2.782593537104968,88.01129186707236,0.7364863845654283,
SIM0005s,1,calibration,0,22,22,90,90,90,0.11954910735224994,dot,dot,0.0,0.26172793665012234,True,False,False,gray,neutral,neutral,-0.20879844144149765,0.8,,,,,-3.902405514180938,-58.53608271271407,441.1255870641325,15,15,-2.580102871536285,-58.53608271271407,415.3136625696161,-58.53608271271407,-62.34155201679756,-2.6768663774632158,62.34155201679756,0.39753654466156896,
SIM0005s,1,calibration,0,23,23,0,0,0,0.5379849178445556,square,square,0.0,0.26183141016216627,True,False,False,gray,neutral,neutral,-0.22213177477483095,0.8,,,,,3.297427108369819,49.46140662554728,383.88935565481,15,15,3.0206165119823707,49.46140662554728,354.14292038211556,49.46140662554728,50.80932432178028,-4.141153332491683,50.80932432178028,0.4369862321237269,
SIM0005s,1,calibration,0,24,24,90,90,90,0.1834403984192013,square,square,0.0,0.3922601455806209,True,False,False,gray,neutral,neutral,-0.2887984414414977,0.8,,,,,5.034488206875386,115.79322875813388,274.28388291540057,23,23,4.549679243163752,115.79322875813388,326.1238994671149,115.79322875813388,117.63827845619277,-4.994647928772948,117.63827845619277,0.811051458130249,
SIM0005s,1,calibration,0,25,25,0,0,0,0.12930751695657455,dot,dot,1.0,0.26407326274115017,True,False,False,gray,neutral,neutral,-0.14379844144149762,0.8,,,,,-0.30913197871700326,-4.636979680755049,493.09384320458065,15,15,0.0785019614525368,-4.636979680755049,535.4395392386766,-4.636979680755049,-5.0840236202938645,-0.2659605023188098,5.0840236202938645,0.4960717611567445,
SIM0005s,1,calibration,0,26,26,90,90,-90,0.6265657794401034,square,dot,1.0,0.2516609247787023,True,False,False,gray,neutral,neutral,-0.21046510810816435,0.8,,,,,15.996680886187592,239.95021329281388,335.3593565530044,15,15,14.786775809023858,239.95021329281388,328.8411699012681,239.95021329281388,252.14317301104256,17.93234499904728,252.14317301104256,0.810576512535112,
