participant,session,phase,block,trial_in_block,global_trial,staircase,angle_bias,applied_angle,prop_used,true_shape,response_shape,accuracy,rt_choice,early_response,timeout,is_lapse,cue_color,cue_difficulty_prediction,expect_level,quest_alpha_mean,quest_alpha_sd,confidence_rating,confidence_rt,agency_rating,agency_rt,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_level
SIM0019s,1,calibration,0,1,1,0,0,0,0.23577782094419786,dot,dot,0.0,0.8524999598116596,True,False,False,gray,neutral,neutral,-0.5037984414414975,0.8,,,,,2.3294041274479698,118.79961049984645,113.42618071168916,51,51,1.046611094186771,118.79961049984645,114.57072304653451,118.79961049984645,130.14345466511185,3.2815507483018034,130.14345466511185,0.3824454882560193,
SIM0019s,1,calibration,0,2,2,90,90,-90,0.6386516864696501,dot,square,1.0,1.345045524214268,True,False,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,13.629692604046038,1090.3754083236831,110.5055668777433,80,80,15.37168923602936,1090.3754083236831,119.98607863524036,1090.3754083236831,1102.2489788328326,91.29319164045242,1102.2489788328326,0.5689902083359646,
SIM0019s,1,calibration,0,3,3,0,0,0,0.1140024849491184,square,dot,0.0,0.771219160675344,True,False,False,gray,neutral,neutral,-0.6004651081081642,0.8,,,,,-0.63338392638643,-29.135660613775784,403.3253182388752,46,46,-0.5436982589805119,-29.135660613775784,394.24662341995975,-29.135660613775784,-31.504723215674876,-0.9797158074535663,31.504723215674876,0.27336892383880873,
SIM0019s,1,calibration,0,4,4,90,90,-90,0.6625886616098083,dot,square,1.0,1.117100459040985,True,False,False,gray,neutral,neutral,-0.21046510810816427,0.8,,,,,12.503359417055158,837.7250809426956,227.20539680736601,67,67,13.034187674175728,837.7250809426956,182.73884480347652,837.7250809426956,857.685922519688,-11.968926601817618,857.685922519688,0.6958865561686554,
SIM0019s,1,calibration,0,5,5,0,0,0,0.6322081244855472,square,square,1.0,1.5248557880435223,True,False,False,gray,neutral,neutral,-0.5054651081081643,0.8,,,,,10.947001615512825,996.1771470116671,281.8586413059636,91,91,9.799461452887027,996.1771470116671,326.91245461663726,996.1771470116671,1044.9072964829245,43.409401254774714,1044.9072964829245,0.6932919942534763,
SIM0019s,1,calibration,0,6,6,90,90,90,0.38472277791686127,square,square,1.0,1.5894413752361027,True,False,False,gray,neutral,neutral,-0.11546510810816427,0.8,,,,,9.550323151395324,907.2806993825558,203.81747098054444,95,95,9.410254863791257,907.2806993825558,216.51055039650794,907.2806993825558,983.6116710203489,88.06422025890961,983.6116710203489,0.6272371916015176,
SIM0019s,1,calibration,0,7,7,0,0,0,0.6097423717638615,square,square,1.0,0.9912484940703884,True,False,False,gray,neutral,neutral,-0.41213177477483093,0.8,,,,,11.759201209569953,693.7928713646272,467.99992375765447,59,59,11.050067224883756,693.7928713646272,434.6279665032732,693.7928713646272,752.1694537961719,57.180703356528674,752.1694537961719,0.6351700063286667,
SIM0019s,1,calibration,0,8,8,90,90,90,0.15881489326496098,dot,square,1.0,0.6968434632937633,True,False,False,gray,neutral,neutral,-0.02213177477483093,0.8,,,,,5.249144122029784,215.21490900322115,457.35893477204775,41,41,4.083338433544164,215.21490900322115,537.1598531631032,215.21490900322115,229.07736698995367,-1.3479657343572629,229.07736698995367,0.5929739311141221,
SIM0019s,1,calibration,0,9,9,0,0,0,0.15489601729226637,dot,dot,1.0,1.0803407135315597,True,False,False,gray,neutral,neutral,-0.32046510810816425,0.8,,,,,10.251072373382364,656.0686318964713,423.0855880298771,64,64,10.396410415352069,656.0686318964713,446.88636296421316,656.0686318964713,716.4953149423411,34.13888614794856,716.4953149423411,0.7188491934839156,
SIM0019s,1,calibration,0,10,10,90,90,90,0.19063553721707246,dot,square,0.0,0.9702495573905185,True,False,False,gray,neutral,neutral,-0.1137984414414976,0.8,,,,,1.8064693738755147,104.77522368477985,179.8509616627331,58,58,2.4684239331719895,104.77522368477985,201.21163584006663,104.77522368477985,114.98914829721355,-8.323631683165168,114.98914829721355,0.23233155415874107,
