participant,session,phase,block,trial_in_block,global_trial,staircase,angle_bias,applied_angle,prop_used,true_shape,response_shape,accuracy,rt_choice,early_response,timeout,is_lapse,cue_color,cue_difficulty_prediction,expect_level,quest_alpha_mean,quest_alpha_sd,confidence_rating,confidence_rt,agency_rating,agency_rt,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_level
SIM0017s,1,calibration,0,1,1,0,0,0,0.4916176026880348,dot,square,1.0,0.6362559903491894,True,False,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,4.8994655523473725,186.17969098920014,324.32587638188375,38,38,4.768579937275796,186.17969098920014,368.00489454781587,186.17969098920014,199.40963406126474,-11.822410182832042,199.40963406126474,0.8095004005635611,
SIM0017s,1,calibration,0,2,2,90,90,90,0.5656861854981812,dot,square,1.0,1.5233121893682644,True,False,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,9.013933586449237,820.2679563668806,253.67283789429987,91,91,9.80290412168391,820.2679563668806,254.08432982312985,820.2679563668806,849.0428523833456,2.5587813805491133,849.0428523833456,0.8370160484319648,
SIM0017s,1,calibration,0,3,3,0,0,0,0.4628062102336641,dot,square,0.0,0.9822325025586647,True,False,False,gray,neutral,neutral,-0.4037984414414976,0.8,,,,,2.706476957358406,156.97566352678757,421.81470534743636,58,58,3.6696181174373415,156.97566352678757,437.15004593145676,156.97566352678757,170.03274680671097,2.699625487089877,170.03274680671097,0.3600751008841837,
SIM0017s,1,calibration,0,4,4,90,90,-90,0.1344789648339778,dot,square,0.0,0.8776357712511625,True,False,False,gray,neutral,neutral,-0.4037984414414976,0.8,,,,,-0.16412317302240176,-8.534404997164891,220.00936007644322,52,52,0.03522219734348664,-8.534404997164891,212.73809613908384,-8.534404997164891,-8.602499966644574,0.48700327904981916,8.602499966644574,0.5624921635837086,
SIM0017s,1,calibration,0,5,5,0,0,0,0.4389917057223437,dot,dot,0.0,0.5634807838541104,True,False,False,gray,neutral,neutral,-0.49879844144149765,0.8,,,,,2.0918285832570507,69.03034324748268,206.02462159783005,33,33,3.778239779142809,69.03034324748268,183.09274884072974,69.03034324748268,69.57395666941795,-4.797406332277578,69.57395666941795,0.45063229428521057,
SIM0017s,1,calibration,0,6,6,90,90,90,0.10849674226258382,square,square,1.0,0.988093109267382,True,False,False,gray,neutral,neutral,-0.3087984414414976,0.8,,,,,1.2915064889650676,76.198882848939,351.0623447174155,59,59,1.2951690132551001,76.198882848939,287.9004612652278,76.198882848939,81.7109049858159,-2.274476911979363,81.7109049858159,0.5615102949431312,
SIM0017s,1,calibration,0,7,7,0,0,0,0.138970070382779,square,square,1.0,1.1514729296776878,True,False,False,gray,neutral,neutral,-0.40546510810816433,0.8,,,,,3.2104901143542657,221.52381789044432,418.9768967875413,69,69,3.5287520430761288,221.52381789044432,402.7670561886426,221.52381789044432,223.0712105980873,-12.491192702836866,223.0712105980873,0.7660809300345199,
SIM0017s,1,calibration,0,8,8,90,90,90,0.16949200190501673,square,dot,0.0,0.9712162264025187,True,False,False,gray,neutral,neutral,-0.4021317747748309,0.8,,,,,-0.07727467410234279,-4.481931097935882,364.73661278435253,58,58,1.4058182824643861,-4.481931097935882,309.2235343985149,-4.481931097935882,-4.853556189171996,-0.3410906779302108,4.853556189171996,0.630026612881993,
SIM0017s,1,calibration,0,9,9,0,0,0,0.4506609032688594,square,square,1.0,1.7844472931097275,True,False,True,gray,neutral,neutral,-0.31379844144149766,0.8,,,,,11.671499955034761,1248.8504951887194,435.97457560346083,107,107,13.391729688248466,1248.8504951887194,425.37332163709266,1248.8504951887194,1265.384971878643,-58.0802185535029,1265.384971878643,0.570314034753251,
SIM0017s,1,calibration,0,10,10,90,90,90,0.6800981511523303,square,square,1.0,0.9718790986321152,True,False,False,gray,neutral,neutral,-0.31046510810816424,0.8,,,,,14.966935105076066,868.0822360944119,164.66939315854935,58,58,15.791253145418123,868.0822360944119,196.41802274917234,868.0822360944119,937.2496141288268,-38.68150064841462,937.2496141288268,0.6404600534131417,
