participant,session,phase,block,trial_in_block,global_trial,staircase,angle_bias,applied_angle,prop_used,true_shape,response_shape,accuracy,rt_choice,early_response,timeout,is_lapse,cue_color,cue_difficulty_prediction,expect_level,quest_alpha_mean,quest_alpha_sd,confidence_rating,confidence_rt,agency_rating,agency_rt,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_level
SIM0027s,1,calibration,0,1,1,0,0,0,0.5177819206079807,dot,square,1.0,0.6873099874026712,True,False,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,13.780074761969564,564.9830652407521,314.62183117106747,41,41,13.66109456381992,564.9830652407521,271.03883156941873,564.9830652407521,588.148779478975,0.7179324642314826,588.148779478975,0.3492826886579236,
SIM0027s,1,calibration,0,2,2,90,90,-90,0.4153992512612114,dot,dot,1.0,0.2511511298938569,True,False,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,11.145943026219374,167.1891453932906,480.8252505379469,15,15,11.864033677507248,167.1891453932906,484.2284940507904,167.1891453932906,183.82058921972836,-15.323183852457776,183.82058921972836,0.7429322050047387,
SIM0027s,1,calibration,0,3,3,0,0,0,0.6252935223942968,dot,dot,1.0,0.25979083838472783,True,False,False,gray,neutral,neutral,-0.21046510810816427,0.8,,,,,8.095804564538986,121.43706846808479,201.93965960744896,15,15,8.110978928608633,121.43706846808479,168.13792496515543,121.43706846808479,127.63487935442019,-2.0029193738022064,127.63487935442019,0.7755608236646069,
SIM0027s,1,calibration,0,4,4,90,90,-90,0.14887745333945207,square,square,0.0,0.2535672020914502,True,False,False,gray,neutral,neutral,-0.4037984414414976,0.8,,,,,3.227195292057552,48.40792938086328,455.3654289735191,15,15,4.225800092976396,48.40792938086328,392.0394820270189,48.40792938086328,53.165590313074475,-3.935795730619065,53.165590313074475,0.4447029906550231,
SIM0027s,1,calibration,0,5,5,0,0,0,0.2945119162841956,square,square,0.0,0.3303712472590239,True,False,False,gray,neutral,neutral,-0.3054651081081643,0.8,,,,,1.2794882545219917,24.31027683591784,257.95789504150554,19,19,-0.15209014570375778,24.31027683591784,260.8973260923368,24.31027683591784,25.11816336365435,2.1129737458494584,25.11816336365435,0.15652978298098427,
SIM0027s,1,calibration,0,6,6,90,90,-90,0.12612039530769611,dot,dot,1.0,1.1090644788812611,True,False,False,gray,neutral,neutral,-0.3087984414414976,0.8,,,,,7.639584483056083,504.21257588170147,174.39317930393167,66,66,6.5215859174380135,504.21257588170147,142.65084280065454,504.21257588170147,510.4427226351876,45.94963953132955,510.4427226351876,0.5568352449950654,
SIM0027s,1,calibration,0,7,7,0,0,0,0.17504750083901455,square,dot,1.0,0.2591175238492751,True,False,False,gray,neutral,neutral,-0.21213177477483097,0.8,,,,,9.75828735058002,146.3743102587003,227.70520970589666,15,15,10.106108174713368,146.3743102587003,249.77228570055811,146.3743102587003,151.20298627313952,0.8265058733598074,151.20298627313952,0.9,
SIM0027s,1,calibration,0,8,8,90,90,-90,0.6826792910861069,dot,dot,0.0,0.2560234746217261,True,False,False,gray,neutral,neutral,-0.4021317747748309,0.8,,,,,4.504346285014575,67.56519427521862,447.0335239357036,15,15,3.4867607880456406,67.56519427521862,508.8989602412716,67.56519427521862,72.73462688540465,-3.9334049076491318,72.73462688540465,0.5707501390395341,
SIM0027s,1,calibration,0,9,9,0,0,0,0.14383284412799685,square,dot,1.0,0.2867457551236981,True,False,False,gray,neutral,neutral,-0.1204651081081643,0.8,,,,,4.545269690309496,77.26958473526143,130.42690670408962,17,17,2.5660844003520715,77.26958473526143,136.79780198224236,77.26958473526143,83.78818322372864,5.713687817707426,83.78818322372864,0.5340557374530946,
SIM0027s,1,calibration,0,10,10,90,90,90,0.5959326709612717,dot,dot,1.0,0.3386262725063089,True,False,False,gray,neutral,neutral,-0.31046510810816424,0.8,,,,,9.865833016971418,197.31666033942838,190.28555686773086,20,20,9.430097754561166,197.31666033942838,210.37482949557545,197.31666033942838,212.71173989516777,-6.432412033401304,212.71173989516777,0.4351768083494268,
SIM0027s,1,calibration,0,11,11,0,0,0,0.19090314286440957,square,square,1.0,0.7657255221713013,True,False,True,gray,neutral,neutral,-0.030465108108164288,0.8,,,,,8.079429113145476,363.5743100915464,232.747906260944,45,45,7.576157772971573,363.5743100915464,271.422561654382,363.5743100915464,399.79715775189925,30.72826539002331,399.79715775189925,0.7209065111728997,
SIM0027s,1,calibration,0,12,12,90,90,90,0.17692061772276416,square,square,1.0,0.38657509091194897,True,False,False,gray,neutral,neutral,-0.22046510810816422,0.8,,,,,6.046912522986269,139.0789880286842,237.398218687032,23,23,7.398802557008198,139.0789880286842,204.84930559568707,139.0789880286842,146.53564863627463,-10.878541273787338,146.53564863627463,0.7166964061175558,
SIM0027s,1,calibration,0,13,13,0,0,0,0.5222648905435973,square,square,1.0,0.4063419415020273,True,False,False,gray,neutral,neutral,0.057868225225169045,0.8,,,,,8.656276888781429,207.7506453307543,368.3447409394009,24,24,9.603834532804193,207.7506453307543,436.1818744869075,207.7506453307543,225.29473571726,-14.988188690324584,225.29473571726,0.7009941508919448,
SIM0027s,1,calibration,0,14,14,90,90,-90,0.23364369571903865,dot,dot,1.0,0.2564726668787119,True,False,False,gray,neutral,neutral,-0.1321317747748309,0.8,,,,,16.01159528846241,240.17392932693613,362.94475622594547,15,15,16.997707904635792,240.17392932693613,317.85838273461184,240.17392932693613,256.40031182141246,-11.852223133888854,256.40031182141246,0.7276340585716312,
SIM0027s,1,calibration,0,15,15,0,0,0,0.49846829494436556,dot,square,1.0,0.3524617157278555,True,False,False,gray,neutral,neutral,0.14453489189183572,0.8,,,,,12.053885636920636,253.13159837533337,261.6204369844643,21,21,12.445598309483664,253.13159837533337,292.487049982229,253.13159837533337,276.64890633494264,-15.670225153310223,276.64890633494264,0.48095817608979646,
