participant,session,phase,block,trial_in_block,global_trial,staircase,angle_bias,applied_angle,prop_used,true_shape,response_shape,accuracy,rt_choice,early_response,timeout,is_lapse,cue_color,cue_difficulty_prediction,expect_level,quest_alpha_mean,quest_alpha_sd,confidence_rating,confidence_rt,agency_rating,agency_rt,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_level
SIM0028s,1,calibration,0,1,1,0,0,0,0.10941446667756455,square,dot,0.0,0.26300693304009687,True,False,False,gray,neutral,neutral,-0.5037984414414975,0.8,,,,,3.256037108040619,48.84055662060929,477.00162251078893,15,15,1.8502711852441016,48.84055662060929,510.1003340247194,48.84055662060929,50.122208613528336,-4.59094235992172,50.122208613528336,0.6276784446165216,
SIM0028s,1,calibration,0,2,2,90,90,90,0.1604183247055448,square,square,0.0,0.5275644685776405,True,False,False,gray,neutral,neutral,-0.5037984414414975,0.8,,,,,1.7291086524924508,53.60236822726598,436.71929138531607,31,31,3.9510824384214076,53.60236822726598,468.6887022657787,53.60236822726598,55.899830970918096,4.898885269285638,55.899830970918096,0.5420611856098663,
SIM0028s,1,calibration,0,3,3,0,0,0,0.4316911363579698,dot,square,1.0,0.26265645804047616,True,False,False,gray,neutral,neutral,-0.40713177477483087,0.8,,,,,8.806825420248602,132.10238130372903,101.40855633721846,15,15,9.141563674808493,132.10238130372903,99.72956768811567,132.10238130372903,139.41148999384149,4.227883138021427,139.41148999384149,0.7343023655027767,
SIM0028s,1,calibration,0,4,4,90,90,-90,0.44965710019056915,square,dot,1.0,0.26243578519160565,True,False,False,gray,neutral,neutral,-0.40713177477483087,0.8,,,,,12.132176005517413,181.9826400827612,133.44397131737966,15,15,14.109746922188526,181.9826400827612,119.34548531646358,181.9826400827612,195.56069713304674,4.961911026048802,195.56069713304674,0.5297575328672067,
SIM0028s,1,calibration,0,5,5,0,0,0,0.34345805027771736,square,square,1.0,0.2572706108267184,True,False,False,gray,neutral,neutral,-0.3121317747748309,0.8,,,,,6.967690629321125,104.51535943981688,278.08712576659025,15,15,7.074067699726393,104.51535943981688,231.89806337171638,104.51535943981688,112.98188989893491,9.225648629096181,112.98188989893491,0.6035369755374083,
SIM0028s,1,calibration,0,6,6,90,90,-90,0.24362095338483225,square,dot,1.0,0.24995755077443424,True,False,False,gray,neutral,neutral,-0.3121317747748309,0.8,,,,,4.6439693499869765,65.01557089981767,254.64596654939106,14,14,4.403135131672338,65.01557089981767,287.6976926332861,65.01557089981767,69.5936442753776,6.397403692960648,69.5936442753776,0.5028677320683916,
SIM0028s,1,calibration,0,7,7,0,0,0,0.5641557650219603,square,square,0.0,0.8303501844835928,True,False,False,gray,neutral,neutral,-0.4054651081081642,0.8,,,,,3.6720410537831776,179.9300116353757,336.67592063209776,49,49,4.6827245555181936,179.9300116353757,304.46626841240425,179.9300116353757,188.36750860157883,1.6583110265082361,188.36750860157883,0.48645910355064836,
SIM0028s,1,calibration,0,8,8,90,90,90,0.18664207669083158,dot,dot,0.0,0.2569061741481792,True,False,False,gray,neutral,neutral,-0.4054651081081642,0.8,,,,,2.324449127723086,34.86673691584629,426.9822638038482,15,15,0.19088334557232,34.86673691584629,374.48217954897257,34.86673691584629,37.632005080924436,0.23287657590716043,37.632005080924436,0.6457026456102936,
SIM0028s,1,calibration,0,9,9,0,0,0,0.3883712470214206,dot,dot,1.0,0.2562145911641779,True,False,False,gray,neutral,neutral,-0.31379844144149754,0.8,,,,,7.635142174608967,114.5271326191345,370.09374055983477,15,15,6.134117920597381,114.5271326191345,332.8206767032365,114.5271326191345,119.3009268414637,10.773152887719839,119.3009268414637,0.810127772351611,
SIM0028s,1,calibration,0,10,10,90,90,90,0.226949428161796,dot,dot,1.0,0.2518290671372438,True,False,False,gray,neutral,neutral,-0.31379844144149754,0.8,,,,,2.9006912697674077,43.510369046511116,301.94162319781884,15,15,2.810450928514559,43.510369046511116,347.50590854855153,43.510369046511116,47.78553778799889,-2.8513096406847835,47.78553778799889,0.6436769282315239,
SIM0028s,1,calibration,0,11,11,0,0,0,0.1524861409233111,dot,dot,0.0,0.25446732816782897,True,False,False,gray,neutral,neutral,-0.40379844144149757,0.8,,,,,2.4257700859734106,36.38655128960116,179.3553575796367,15,15,1.3677789965588814,36.38655128960116,159.12576180250835,36.38655128960116,38.048192077271395,-0.8474019407529517,38.048192077271395,0.73197890723371,
SIM0028s,1,calibration,0,12,12,90,90,90,0.13117717155743672,dot,square,0.0,0.2527127351536908,True,False,False,gray,neutral,neutral,-0.40379844144149757,0.8,,,,,0.5754960365476665,8.632440548214998,192.01112710529827,15,15,2.09545895949129,8.632440548214998,191.28315019295906,8.632440548214998,8.635376978175708,0.5603525955001891,8.635376978175708,0.41739447906391475,
SIM0028s,1,calibration,0,13,13,0,0,0,0.4554671330539706,dot,dot,1.0,0.2513395257051851,True,False,False,gray,neutral,neutral,-0.31546510810816425,0.8,,,,,8.149558090515194,122.24337135772791,322.3301145522583,15,15,8.56650292473195,122.24337135772791,278.09000079172483,122.24337135772791,129.46398239079312,-8.000021056479063,129.46398239079312,0.5357860062214201,
SIM0028s,1,calibration,0,14,14,90,90,90,0.11757137863695172,square,square,1.0,0.2626064545395448,True,False,False,gray,neutral,neutral,-0.31546510810816425,0.8,,,,,9.769447468976677,146.54171203465017,182.20250148842902,15,15,10.106491732086084,146.54171203465017,206.40455588280116,146.54171203465017,149.0949138053799,8.351333932084097,149.0949138053799,0.7362961024140279,
