participant,session,phase,block,trial_in_block,global_trial,staircase,angle_bias,applied_angle,prop_used,true_shape,response_shape,accuracy,rt_choice,early_response,timeout,is_lapse,cue_color,cue_difficulty_prediction,expect_level,quest_alpha_mean,quest_alpha_sd,confidence_rating,confidence_rt,agency_rating,agency_rt,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_level
SIM0015s,1,calibration,0,1,1,0,0,0,0.12621021556909306,dot,dot,0.0,0.4748023368163791,True,False,False,gray,neutral,neutral,-0.5037984414414975,0.8,,,,,-2.693078617979631,-75.40620130342967,149.56515061203834,28,28,-5.318826841510198,-75.40620130342967,170.59909725542613,-75.40620130342967,-82.34711148351313,-4.948711740619719,82.34711148351313,0.48149403123432116,
SIM0015s,1,calibration,0,2,2,90,90,90,0.11657912157838818,dot,square,1.0,0.25518601335410845,True,False,False,gray,neutral,neutral,-0.30713177477483095,0.8,,,,,9.919563062568573,148.79344593852858,494.28852810472534,15,15,10.974113497222534,148.79344593852858,469.3030977035076,148.79344593852858,156.8840786853561,2.490224468626934,156.8840786853561,0.5911099440453452,
SIM0015s,1,calibration,0,3,3,0,0,0,0.6221657451067228,square,dot,1.0,0.2511869861509552,True,False,False,gray,neutral,neutral,-0.40713177477483087,0.8,,,,,11.853559026921323,177.80338540381985,114.834159426283,15,15,11.96774843702791,177.80338540381985,102.59668316856016,177.80338540381985,183.40722380259643,3.6610319118198227,183.40722380259643,0.5407965033767138,
SIM0015s,1,calibration,0,4,4,90,90,90,0.12281114954139444,square,square,1.0,0.252926827075438,True,False,False,gray,neutral,neutral,-0.21046510810816427,0.8,,,,,6.195640550813393,92.9346082622009,305.4678379855849,15,15,6.126571004978142,92.9346082622009,339.17949268293233,92.9346082622009,95.29067735929108,3.4262589803003762,95.29067735929108,0.9,
SIM0015s,1,calibration,0,5,5,0,0,0,0.6780473972104327,square,square,1.0,0.25759450206944706,True,False,False,gray,neutral,neutral,-0.3121317747748309,0.8,,,,,5.587929539949175,83.81894309923763,209.16998480488465,15,15,5.839475729512808,83.81894309923763,173.0817467338092,83.81894309923763,86.30295110661125,-0.6436581695671426,86.30295110661125,0.6534904727973576,
SIM0015s,1,calibration,0,6,6,90,90,90,0.41195546201918737,dot,dot,1.0,0.25765646795156494,True,False,False,gray,neutral,neutral,-0.11546510810816427,0.8,,,,,5.96590152609178,89.48852289137669,181.7160246015781,15,15,5.5066970382823035,89.48852289137669,217.67843079033193,89.48852289137669,92.11032001051473,-8.070642625733552,92.11032001051473,0.9,
SIM0015s,1,calibration,0,7,7,0,0,0,0.3880391893495793,square,square,1.0,0.2584534021730925,True,False,False,gray,neutral,neutral,-0.21879844144149757,0.8,,,,,14.210780867368184,213.16171301052276,400.1137083853512,15,15,14.030063806951379,213.16171301052276,408.1750793995113,213.16171301052276,226.29761094858185,3.830676418984567,226.29761094858185,0.5084418923524366,
SIM0015s,1,calibration,0,8,8,90,90,-90,0.185212666608323,dot,timeout,,,False,True,False,gray,neutral,neutral,-0.11546510810816427,0.8,,,,,6.255253927234111,0.0,138.23539939105882,0,0,6.879358986887617,0.0,150.66862729037175,0.0,0.0,0.0,0.0,0.36657900147035155,
SIM0015s,1,calibration,0,9,9,0,0,0,0.31900282921817263,square,square,0.0,0.2476384850663983,True,False,False,gray,neutral,neutral,-0.31046510810816424,0.8,,,,,-3.279076267505468,-45.90706774507655,156.70117218279137,14,14,-3.012959711219073,-45.90706774507655,182.01435598243947,-45.90706774507655,-47.590507941065006,-0.5936270411208124,47.590507941065006,0.1554220932402241,
SIM0015s,1,calibration,0,10,10,90,90,90,0.529276280919698,dot,square,1.0,0.26256472161796446,True,False,False,gray,neutral,neutral,-0.023798441441497592,0.8,,,,,16.91032378468182,253.65485677022733,304.10615251687443,15,15,17.129205464728223,253.65485677022733,286.1789609642947,253.65485677022733,257.9046033551877,13.989151950747262,257.9046033551877,0.47751138903341483,
SIM0015s,1,calibration,0,11,11,0,0,0,0.18131637389544872,square,dot,0.0,0.25112657347655376,True,False,False,gray,neutral,neutral,-0.40046510810816427,0.8,,,,,-1.6616187004539276,-24.924280506808913,306.6121199504976,15,15,-1.5575394962031115,-24.924280506808913,263.5574251487254,-24.924280506808913,-25.97320115971752,0.3777090971212747,25.97320115971752,0.11963443510154731,
SIM0015s,1,calibration,0,12,12,90,90,-90,0.35169072396953643,square,dot,1.0,0.2630107231209838,True,False,False,gray,neutral,neutral,0.06620155855850242,0.8,,,,,4.443954008556244,66.65931012834366,324.4340426839272,15,15,4.597906536223882,66.65931012834366,330.4343513274146,66.65931012834366,67.4349532644102,0.8251259313397061,67.4349532644102,0.3291005236016178,
SIM0015s,1,calibration,0,13,13,0,0,0,0.6399078474902447,square,dot,1.0,0.24971208639299314,True,False,False,gray,neutral,neutral,-0.31213177477483095,0.8,,,,,13.149649721577171,184.0950961020804,236.36419938108918,14,14,13.826448810608236,184.0950961020804,210.50441321624652,184.0950961020804,190.33884571607922,9.910707811898812,190.33884571607922,0.7413469008142803,
SIM0015s,1,calibration,0,14,14,90,90,90,0.5291685866977174,dot,dot,1.0,0.2655628523089519,True,False,False,gray,neutral,neutral,0.15453489189183575,0.8,,,,,13.92282193290163,208.84232899352446,286.41100140243196,15,15,13.786184407462473,208.84232899352446,337.87371979121485,208.84232899352446,218.40087715418588,20.228785939576095,218.40087715418588,0.7591705551409156,
SIM0015s,1,calibration,0,15,15,0,0,0,0.6713594663480813,square,dot,1.0,0.26358292932243227,True,False,False,gray,neutral,neutral,-0.22546510810816428,0.8,,,,,9.955881900905194,149.33822851357792,380.36070273610324,15,15,9.328352175202102,149.33822851357792,313.98489798809015,149.33822851357792,158.3190921098772,-3.4361404885010844,158.3190921098772,0.5567829081684617,
SIM0015s,1,calibration,0,16,16,90,90,-90,0.6056742845651635,square,dot,1.0,0.2572231292327653,True,False,False,gray,neutral,neutral,0.24120155855850242,0.8,,,,,15.193126520017206,227.89689780025807,421.10075827417774,15,15,15.597561997515667,227.89689780025807,387.37355987139784,227.89689780025807,245.68091206915352,13.092631268197612,245.68091206915352,0.678965530440472,
