thisRow.t,notes,trial_num,participant,session,phase,cue_color,target_difficulty,trial_index_within_staircase,prop_used,stimulus_logit,staircase_id,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,quest_alpha_mean,quest_alpha_sd,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,angle_bias,applied_angle_bias,trials_completed_this_staircase,alpha_sd_current,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_type,trial_index_within_type,threshold_source,s_threshold_60pct,s_threshold_80pct,cue_difficulty_prediction,actual_difficulty_level,target_percentage,confidence_rating,agency_rating,s_threshold_70pct,participant.1,session.1,learning_order,counterbalance_index
,,1,SIM005s,001,calibration_interleaved,black,unknown,1,0.2605268100821713,-1.0432322534771066,0,1.0,False,3.2393604421005087,True,dot,dot,-0.4681788774027769,0.784,3.10382969845995,2.0,0.025,0.02,0,0,1,0.784,-1.3214113380285992,-256.3537995775483,402.89063608870316,194,194,0.4733458891523641,-256.3537995775483,424.4680937607385,-256.3537995775483,-262.78875124929795,-1.529463478648476,262.78875124929795,0.7866675422591634,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,2,SIM005s,001,calibration_interleaved,black,unknown,1,0.16045184588925232,-1.6548699633967525,90,0.0,False,4.47071677708608,True,dot,square,-0.28260696400478647,0.784,3.11034790064536,2.0,0.025,0.02,90,-90,1,0.784,0.874873600921285,234.46612504690438,224.8801421212614,268,268,3.3000260147759697,234.46612504690438,257.46399083007486,234.46612504690438,253.04958578441693,-2.801300656689407,253.04958578441693,0.20061008286700233,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,3,SIM005s,001,calibration_interleaved,black,unknown,2,0.4546062158760453,-0.18207648882263222,0,1.0,False,2.0463957140869393,True,dot,dot,-0.44052231317336293,0.76832,3.379987066950394,2.0,0.025,0.02,0,0,2,0.76832,11.424866290320207,1393.8336874190652,322.78938142681204,122,122,10.439025692438156,1393.8336874190652,326.0098324775329,1393.8336874190652,1463.5813629054185,-113.83593390133208,1463.5813629054185,0.8399775564489969,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,4,SIM005s,001,calibration_interleaved,black,unknown,2,0.607605649183717,0.43725873712085933,90,1.0,False,1.620105507019838,True,square,square,-0.21301994622930737,0.76832,2.0319673934144395,2.0,0.025,0.02,90,90,2,0.76832,15.836447250292425,1536.1353832783652,218.95395614816886,97,97,16.03447798582938,1536.1353832783652,186.1444175487851,1536.1353832783652,1615.7070042403982,14.518013338621735,1615.7070042403982,0.500549556392708,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,5,SIM005s,001,calibration_interleaved,black,unknown,3,0.19121588958022875,-1.4421289199791532,0,1.0,False,1.9271918104132146,True,dot,dot,-0.5356749408199131,0.7529536,3.0173429078013507,2.0,0.025,0.02,0,0,3,0.7529536,7.727697253707131,888.68518417632,207.06123454071107,115,115,7.713697649858858,888.68518417632,214.10418539722804,888.68518417632,977.5138277736197,-69.81721401251534,977.5138277736197,0.6228344516125508,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,6,SIM005s,001,calibration_interleaved,black,unknown,3,0.3200699317395967,-0.7534504434838021,90,1.0,False,1.5096366819266323,True,square,square,-0.2643608434684844,0.7529536,2.3455743467463583,2.0,0.025,0.02,90,90,3,0.7529536,9.90378374411586,891.3405369704274,188.07505379672293,90,90,9.605184416322404,891.3405369704274,170.82827437104,891.3405369704274,976.5996806795453,11.58834459903952,976.5996806795453,0.7775561414494497,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,7,SIM005s,001,calibration_interleaved,black,unknown,4,0.15847755429092236,-1.6695997167434624,0,0.0,False,4.350850643141897,True,dot,square,-0.42984196173371514,0.737894528,2.9290034456939886,2.0,0.025,0.02,0,0,4,0.737894528,-0.656925228241361,-171.45748457099523,266.1744225533138,261,261,0.9883432742829693,-171.45748457099523,271.4343280538609,-171.45748457099523,-181.5217855850427,16.02957075491679,181.5217855850427,0.14396541117553585,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,8,SIM005s,001,calibration_interleaved,black,unknown,4,0.21688637625861945,-1.2839041941014333,90,1.0,False,1.5345475937384698,True,square,square,-0.35951822286089297,0.737894528,3.04737429654969,2.0,0.025,0.02,90,-90,4,0.737894528,6.904341018737682,635.1993737238668,481.55244851409014,92,92,6.831166402446888,635.1993737238668,515.194312352865,635.1993737238668,644.9210272505564,13.569281578711388,644.9210272505564,0.5291218241643293,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,9,SIM005s,001,calibration_interleaved,black,unknown,5,0.6142119620905422,0.4650519896514738,0,,True,,False,,timeout,-0.42984196173371514,0.737894528,3.6899664590606935,2.0,0.025,0.02,0,0,5,0.737894528,0.4953864107095516,148.61592321286548,105.85626479300139,300,300,1.391332993609394,148.61592321286548,91.8669159016778,148.61592321286548,156.5968282490247,8.553326599266752,156.5968282490247,0.3503089410147485,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,10,SIM005s,001,calibration_interleaved,black,unknown,5,0.3897820626186413,-0.4482283986250135,90,1.0,False,1.5098754902658933,True,dot,dot,-0.36764998897260404,0.72313663744,2.7332030216500804,2.0,0.025,0.02,90,-90,5,0.72313663744,17.038133932038853,1533.4320538834968,367.29455338425703,90,90,19.404078951094164,1533.4320538834968,317.40731876393176,1533.4320538834968,1565.5496589859117,78.3875450092144,1565.5496589859117,0.6105247968755398,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,11,SIM005s,001,calibration_interleaved,black,unknown,6,0.1272108180215011,-1.925848345196748,0,1.0,False,1.7973763184743288,True,dot,dot,-0.5644825362453881,0.72313663744,3.5543339998818837,2.0,0.025,0.02,0,0,6,0.72313663744,8.832732421528528,945.1023691035524,326.5754561919149,107,107,8.52762893941659,945.1023691035524,281.7315940781055,945.1023691035524,974.0715403188184,-57.20728339685511,974.0715403188184,0.881301360169128,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,12,SIM005s,001,calibration_interleaved,black,unknown,6,0.21135769913047384,-1.316760905775283,90,,True,,False,,timeout,-0.36764998897260404,0.72313663744,3.461679346569454,2.0,0.025,0.02,90,-90,6,0.72313663744,-0.7811171533010421,-234.33514599031264,282.6843959827753,300,300,0.5694308010563414,-234.33514599031264,289.19339439243527,-234.33514599031264,-252.50863361524225,7.118684245941733,252.50863361524225,0.1,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,13,SIM005s,001,calibration_interleaved,black,unknown,7,0.4491470582388111,-0.20411752213999193,0,1.0,False,3.4701506088620113,True,square,square,-0.5326502933327448,0.7086739046912,1.7787756571538853,2.0,0.025,0.02,0,0,7,0.7086739046912,11.115129790573627,2311.9469964393147,354.860953313942,208,208,10.29606290355496,2311.9469964393147,331.25203110087847,2311.9469964393147,2481.0865794885617,20.200954582387414,2481.0865794885617,0.9,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
,,14,SIM005s,001,calibration_interleaved,black,unknown,7,0.6998871480003415,0.846760527651208,90,1.0,False,1.299334139371574,True,dot,dot,-0.26037706000416727,0.7086739046912,4.076191686444324,2.0,0.025,0.02,90,-90,7,0.7086739046912,15.3550280031116,1182.3371562395932,425.24522069041575,77,77,14.840675910780382,1182.3371562395932,417.05724891754204,1182.3371562395932,1297.8384432713847,14.040950062405297,1297.8384432713847,0.5074106618872358,,,,,,,,,,,,SIM005s,001,"[90, 0]",5
