thisRow.t,notes,trial_num,participant,session,phase,cue_color,target_difficulty,trial_index_within_staircase,prop_used,stimulus_logit,staircase_id,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,quest_alpha_mean,quest_alpha_sd,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,angle_bias,applied_angle_bias,trials_completed_this_staircase,alpha_sd_current,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_type,trial_index_within_type,threshold_source,s_threshold_60pct,s_threshold_80pct,cue_difficulty_prediction,actual_difficulty_level,target_percentage,confidence_rating,agency_rating,s_threshold_70pct,participant.1,session.1,learning_order,counterbalance_index
,,1,SIM022s,001,calibration_interleaved,black,unknown,1,0.6937139559467069,0.8175402585174469,0,1.0,False,2.228075635644554,True,dot,dot,-0.2852029137233125,0.784,3.3303392314926796,2.0,0.025,0.02,0,0,1,0.784,13.50118380797372,1795.6574464605046,422.1106047586841,133,133,13.958157563725553,1795.6574464605046,495.93849489085153,1795.6574464605046,1865.7830823164634,48.95572839679928,1865.7830823164634,0.9,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
,,2,SIM022s,001,calibration_interleaved,black,unknown,1,0.323377171556397,-0.7382946399456445,90,0.0,False,1.6943973497411404,True,square,dot,-0.3727368708108121,0.784,2.913114976469636,2.0,0.025,0.02,90,90,1,0.784,1.4602128436822905,147.48149721191135,435.45780544740256,101,101,1.509908556396076,147.48149721191135,419.9470872189704,147.48149721191135,162.20557402594926,-11.854169499178706,162.20557402594926,0.6463578399013984,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
,,3,SIM022s,001,calibration_interleaved,black,unknown,2,0.35163224312606245,-0.6118721958047963,0,0.0,False,4.009938938621014,True,dot,square,-0.2536248831221024,0.76832,2.9539721676402766,2.0,0.025,0.02,0,0,2,0.76832,-3.804982019156764,-913.1956845976233,244.75795812666362,240,240,-4.391536061379682,-913.1956845976233,242.28739077817698,-913.1956845976233,-930.5166952063745,78.79886546696862,930.5166952063745,0.6864190866958424,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
,,4,SIM022s,001,calibration_interleaved,black,unknown,2,0.11371861729839919,-2.053307360000418,90,1.0,False,2.481869080120389,True,square,square,-0.5351920180991407,0.76832,3.1784304111832036,2.0,0.025,0.02,90,-90,2,0.76832,5.5968981369250725,828.3409242649108,459.17044309985414,148,148,5.299457274115099,828.3409242649108,372.06263876711677,828.3409242649108,864.1770117730724,43.28169585271379,864.1770117730724,0.5399654702939783,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
,,5,SIM022s,001,calibration_interleaved,black,unknown,3,0.4894931238907925,-0.04203369221374526,0,1.0,False,1.674002811500917,True,dot,dot,-0.23352371998580848,0.7529536,3.082825031269315,2.0,0.025,0.02,0,0,3,0.7529536,5.8472774337675535,584.7277433767554,408.3342481975419,100,100,5.51898140057979,584.7277433767554,469.25266262748823,584.7277433767554,629.8118589468714,-46.729695576849664,629.8118589468714,0.7211896799621915,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
,,6,SIM022s,001,calibration_interleaved,black,unknown,3,0.11194818299333346,-2.0709939813812435,90,1.0,False,3.634612806727342,True,dot,dot,-0.6810932046109405,0.7529536,3.842523134624547,2.0,0.025,0.02,90,-90,3,0.7529536,5.1063655858175405,1113.1876977082238,265.1481752880266,218,218,5.694166477623627,1113.1876977082238,284.44617409236196,1113.1876977082238,1154.5453739731884,-4.185833985035603,1154.5453739731884,0.3876110306049737,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
,,7,SIM022s,001,calibration_interleaved,black,unknown,4,0.2628355511165579,-1.0312824444297843,0,1.0,False,1.6525040476716302,True,dot,dot,-0.3079812009339129,0.737894528,2.0873795551229852,2.0,0.025,0.02,0,0,4,0.737894528,9.077293936355487,898.6520996991932,492.9057047374139,99,99,8.80175108562589,898.6520996991932,537.6236502919957,898.6520996991932,933.3284119455722,86.95232356433955,933.3284119455722,0.8780230650836836,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
,,8,SIM022s,001,calibration_interleaved,black,unknown,4,0.47500482794974735,-0.10006409836686406,90,1.0,False,1.8733713471006415,True,square,square,-0.6268638213614933,0.737894528,3.7690663190331635,2.0,0.025,0.02,90,90,4,0.737894528,8.627468330606769,966.2764530279582,343.0357080586464,112,112,7.9574211234078245,966.2764530279582,339.1240171417206,966.2764530279582,1038.3042076096397,-13.613394772464382,1038.3042076096397,0.7445173182304092,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
,,9,SIM022s,001,calibration_interleaved,black,unknown,5,0.21011376803258242,-1.3242397883641321,0,1.0,False,2.253725188462035,True,square,square,-0.40113823811501637,0.72313663744,4.506087201548496,2.0,0.025,0.02,0,0,5,0.72313663744,7.136060778318431,963.3682050729882,270.9269301828239,135,135,9.223933970914537,963.3682050729882,309.5552278813829,963.3682050729882,1050.8743274957583,-66.16568551521512,1050.8743274957583,0.8024331613249284,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
,,10,SIM022s,001,calibration_interleaved,black,unknown,5,0.2477005018176963,-1.1109141511188843,90,0.0,False,2.927813455491138,True,dot,square,-0.5824925411337325,0.72313663744,3.3462491965560934,2.0,0.025,0.02,90,90,5,0.72313663744,-2.6689915100022445,-467.0735142503928,185.03930086997147,175,175,-3.3642079314546347,-467.0735142503928,155.2337809978086,-467.0735142503928,-483.37587915671503,-13.815276324749115,483.37587915671503,0.2495632631832892,,,,,,,,,,,,SIM022s,001,"[0, 90]",6
