thisRow.t,notes,trial_num,participant,session,phase,cue_color,target_difficulty,trial_index_within_staircase,prop_used,stimulus_logit,staircase_id,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,quest_alpha_mean,quest_alpha_sd,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,angle_bias,applied_angle_bias,trials_completed_this_staircase,alpha_sd_current,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_type,trial_index_within_type,threshold_source,s_threshold_60pct,s_threshold_80pct,cue_difficulty_prediction,actual_difficulty_level,target_percentage,confidence_rating,agency_rating,s_threshold_70pct,participant.1,session.1,learning_order,counterbalance_index
,,1,SIM029s,001,calibration_interleaved,black,unknown,1,0.3058532263317295,-0.8195780932099845,0,1.0,False,1.5713209884108708,True,dot,dot,-0.4461862183098433,0.784,2.1290185639275867,2.0,0.025,0.02,0,0,1,0.784,7.698733827008198,723.6809797387706,391.21557381153707,94,94,5.9103043617764,723.6809797387706,424.37469740592365,723.6809797387706,732.1086874581677,7.145233762756503,732.1086874581677,0.5626696635507852,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,2,SIM029s,001,calibration_interleaved,black,unknown,1,0.426143172689259,-0.2976045595044581,90,1.0,False,3.2904026541761784,True,dot,dot,-0.3948588208287998,0.784,2.952403629060265,2.0,0.025,0.02,90,-90,1,0.784,12.337235444879493,2430.4353826412603,332.7361535093654,197,197,10.493082422408794,2430.4353826412603,314.24000244461126,2430.4353826412603,2587.2895692616394,212.71141027465544,2587.2895692616394,0.9,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,3,SIM029s,001,calibration_interleaved,black,unknown,2,0.6446559405418613,0.5956302472628611,0,1.0,False,2.1943543172590143,True,dot,dot,-0.34547729330448185,0.76832,3.6109635185580453,2.0,0.025,0.02,0,0,2,0.76832,7.867118728566122,1030.592553442162,233.35517020313307,131,131,6.136669011395403,1030.592553442162,233.43011201001897,1030.592553442162,1076.0849009057129,-39.221430090892646,1076.0849009057129,0.6588486935131298,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,4,SIM029s,001,calibration_interleaved,black,unknown,2,0.5449727874728219,0.18037863725953127,90,1.0,False,2.272632899235414,True,dot,dot,-0.33925253321359444,0.76832,3.567010969257302,2.0,0.025,0.02,90,90,2,0.76832,8.333093968332427,1133.3007796932102,102.91011859629072,136,136,8.592578150816742,1133.3007796932102,102.2976476569451,1133.3007796932102,1221.4614902933026,9.605685517240357,1221.4614902933026,0.4544942966414691,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,5,SIM029s,001,calibration_interleaved,black,unknown,3,0.5289317636633457,0.11585647338126386,0,0.0,False,3.029663875984468,True,square,dot,-0.3893040011396277,0.7529536,3.3955838568980554,2.0,0.025,0.02,0,0,3,0.7529536,7.450787890781609,1348.5926082314713,245.25501896570682,181,181,7.644112828816158,1348.5926082314713,284.95347020565805,1348.5926082314713,1433.1295976868564,-22.377858947380943,1433.1295976868564,0.2626281601321655,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,6,SIM029s,001,calibration_interleaved,black,unknown,3,0.5383203492606377,0.15358257377425533,90,1.0,False,1.0131533405539397,True,square,square,-0.2924331980497487,0.7529536,2.4843849945872414,2.0,0.025,0.02,90,90,3,0.7529536,10.181829910518106,610.9097946310864,323.8702059450859,60,60,14.426051694614408,610.9097946310864,327.2893695658269,610.9097946310864,641.243159777917,33.26152191916546,641.243159777917,0.8053885099569233,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,7,SIM029s,001,calibration_interleaved,black,unknown,4,0.13843749973262032,-1.8283286432204147,0,0.0,False,2.786643147076913,True,square,dot,-0.25499503454542094,0.737894528,2.663271658092694,2.0,0.025,0.02,0,0,4,0.737894528,-3.0009423691308967,-501.15737564485977,104.76180734564151,167,167,-4.174257867298078,-501.15737564485977,106.74748534688021,-501.15737564485977,-534.2561740337133,19.072059970874847,534.2561740337133,0.5308940622431597,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,8,SIM029s,001,calibration_interleaved,black,unknown,4,0.604249875801843,0.4232048014516516,90,1.0,False,3.6645145862073942,True,dot,dot,-0.22564031809628465,0.737894528,2.779991947978833,2.0,0.025,0.02,90,-90,4,0.737894528,12.22382243369528,2677.0171129792666,298.7996645118227,219,219,12.579828036229978,2677.0171129792666,253.60617065414104,2677.0171129792666,2761.827376721573,158.98837715249107,2761.827376721573,0.6319992923180048,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,9,SIM029s,001,calibration_interleaved,black,unknown,5,0.5854832764710514,0.3453242997819965,0,1.0,False,4.595035480648289,True,dot,dot,-0.19996576223207435,0.72313663744,2.494351021370946,2.0,0.025,0.02,0,0,5,0.72313663744,6.273617927094508,1725.2449299509897,283.2798880776405,275,275,4.16922803320666,1725.2449299509897,268.6608257680093,1725.2449299509897,1803.557106907526,-103.51942666839166,1803.557106907526,0.6812973255991425,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,10,SIM029s,001,calibration_interleaved,black,unknown,5,0.19805338263210276,-1.398505440156223,90,1.0,False,3.2041675539050867,True,square,square,-0.3331529542851123,0.72313663744,3.3033794701558876,2.0,0.025,0.02,90,90,5,0.72313663744,8.628010748692175,1656.5780637488974,299.60745343853773,192,192,9.441375275786498,1656.5780637488974,304.2407373495654,1656.5780637488974,1659.84166573512,27.74408849321865,1659.84166573512,0.8137764941767759,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,11,SIM029s,001,calibration_interleaved,black,unknown,6,0.6581134810282024,0.6548985138962815,0,1.0,False,3.0822862410269667,True,dot,dot,-0.12302797738052232,0.7086739046912,2.2551361610762437,2.0,0.025,0.02,0,0,6,0.7086739046912,3.101082478145381,570.59917597875,104.05078647047871,184,184,2.940622312059742,570.59917597875,86.96987756120971,570.59917597875,598.3371118081836,-51.64274165044677,598.3371118081836,0.4512205470847437,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,12,SIM029s,001,calibration_interleaved,black,unknown,6,0.43105234789115854,-0.27755889053287575,90,0.0,False,2.487785546746348,True,square,dot,-0.3381564200228136,0.7086739046912,2.9937213119521173,2.0,0.025,0.02,90,-90,6,0.7086739046912,3.6202896144018313,539.4231525458729,298.69343880335333,149,149,3.819321773780589,539.4231525458729,256.3637559062873,539.4231525458729,581.4659807567608,15.098230039638139,581.4659807567608,0.49177657476723735,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,13,SIM029s,001,calibration_interleaved,black,unknown,7,0.6411749843077398,0.5804675579163909,0,1.0,False,3.004099440204569,True,dot,dot,-0.060885871762628316,0.694500426597376,3.419555313760452,2.0,0.025,0.02,0,0,7,0.694500426597376,11.65485245360563,2097.8734416490133,252.62556588061628,180,180,12.425038947107733,2097.8734416490133,224.71542835766613,2097.8734416490133,2152.6392151338086,208.8565844822804,2152.6392151338086,0.5860984851267129,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,14,SIM029s,001,calibration_interleaved,black,unknown,7,0.6972813680128667,0.834385246898601,90,1.0,False,1.7203699052846309,True,dot,dot,-0.234581906111422,0.694500426597376,2.0896491799675165,2.0,0.025,0.02,90,90,7,0.694500426597376,10.891786934701058,1121.854054274209,116.93250953262199,103,103,11.060498968468938,1121.854054274209,103.57308767804902,1121.854054274209,1156.252058868039,84.51159648044931,1156.252058868039,0.6520466735200519,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
,,15,SIM029s,001,calibration_interleaved,black,unknown,8,0.14411975886561773,-1.7814858484087879,0,0.0,False,2.0161088865597816,True,dot,square,0.08823279288003884,0.6806104180654284,2.6619068435150837,2.0,0.025,0.02,0,0,8,0.6806104180654284,1.140600764953911,136.87209179446933,194.0784224147219,120,120,1.9702268136734546,136.87209179446933,170.16309015672883,136.87209179446933,140.02444282225613,5.838283953770137,140.02444282225613,0.5137850865309204,,,,,,,,,,,,SIM029s,001,"[90, 0]",5
