thisRow.t,notes,trial_num,participant,session,phase,cue_color,target_difficulty,trial_index_within_staircase,prop_used,stimulus_logit,staircase_id,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,quest_alpha_mean,quest_alpha_sd,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,angle_bias,applied_angle_bias,trials_completed_this_staircase,alpha_sd_current,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_type,trial_index_within_type,threshold_source,s_threshold_60pct,s_threshold_80pct,cue_difficulty_prediction,actual_difficulty_level,target_percentage,confidence_rating,agency_rating,s_threshold_70pct,participant.1,session.1,learning_order,counterbalance_index
,,1,SIM028s,001,calibration_interleaved,black,unknown,1,0.19392620095132618,-1.4246976211875424,0,1.0,False,0.975949351804146,True,dot,dot,-0.5056896385609698,0.784,3.0865944781357864,2.0,0.025,0.02,0,0,1,0.784,6.023372576905577,349.35560946052345,493.63146280687096,58,58,6.54088791754068,349.35560946052345,491.37073780729213,349.35560946052345,375.9593609969591,12.215154146312086,375.9593609969591,0.9,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
,,2,SIM028s,001,calibration_interleaved,black,unknown,1,0.19831755267053378,-1.3968430311515772,90,1.0,False,1.6187354013650195,True,square,square,-0.5029506038740998,0.784,3.1548650896055115,2.0,0.025,0.02,90,-90,1,0.784,-0.14481217121517354,-14.046780607871833,115.20859264620343,97,97,-0.4456871263978161,-14.046780607871833,135.72871068119983,-14.046780607871833,-14.187961371997927,-1.3444488968418549,14.187961371997927,0.7863445488823634,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
,,3,SIM028s,001,calibration_interleaved,black,unknown,2,0.29587850966666446,-0.8670019830104533,0,1.0,False,2.9720907322750505,True,dot,dot,-0.54061649852442,0.76832,3.3935850412970785,2.0,0.025,0.02,0,0,2,0.76832,1.05600875976676,187.96955923848327,146.18051408944078,178,178,0.9155882212522349,187.96955923848327,127.6281749670092,187.96955923848327,201.9555139684007,-14.687559063494223,201.9555139684007,0.7257091635638475,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
,,4,SIM028s,001,calibration_interleaved,black,unknown,2,0.2860069356619741,-0.9148571873879611,90,1.0,False,3.057902052514413,True,dot,dot,-0.5427682402804398,0.76832,3.584945730570208,2.0,0.025,0.02,90,90,2,0.76832,11.034488930926123,2019.3114743594806,222.97329215028094,183,183,10.565728797497565,2019.3114743594806,217.66129151770042,2019.3114743594806,2188.1265610560295,13.56177097738873,2188.1265610560295,0.4643040474624376,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
,,5,SIM028s,001,calibration_interleaved,black,unknown,3,0.6934527457979672,0.8163111816417852,0,1.0,False,2.653985119227577,True,square,square,-0.4117083689086305,0.7529536,2.7470369358661957,2.0,0.025,0.02,0,0,3,0.7529536,15.533525747587284,2469.830593866378,376.3443198365144,159,159,14.970119760959207,2469.830593866378,393.30277652075654,2469.830593866378,2535.1444143783306,112.45755100512874,2535.1444143783306,0.6864773228501937,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
,,6,SIM028s,001,calibration_interleaved,black,unknown,3,0.26035359909753114,-1.0441315317927935,90,1.0,False,1.7714850941154736,True,dot,dot,-0.5903977529741133,0.7529536,3.6692905766216373,2.0,0.025,0.02,90,-90,3,0.7529536,2.6775598413710364,283.82134318532985,166.92164501575672,106,106,3.210074765916674,283.82134318532985,166.73621889713027,283.82134318532985,287.6544411233746,-9.318513232598738,287.6544411233746,0.5360768445906103,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
,,7,SIM028s,001,calibration_interleaved,black,unknown,4,0.5473995840713083,0.19016938460504565,0,1.0,False,2.366947671619888,True,square,square,-0.3555331119140207,0.737894528,3.255777130417178,2.0,0.025,0.02,0,0,4,0.737894528,9.574068537462804,1359.517732319718,247.93879833360873,142,142,9.322615705567173,1359.517732319718,257.1053358784032,1359.517732319718,1435.8583785465016,32.20777391846819,1435.8583785465016,0.5232378934319781,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
,,8,SIM028s,001,calibration_interleaved,black,unknown,4,0.326808615267057,-0.7226549396048747,90,1.0,False,1.5270320177797858,True,square,square,-0.602741757059651,0.737894528,3.523205881414771,2.0,0.025,0.02,90,-90,4,0.737894528,5.425648327888389,493.7339978378434,438.61821130862427,91,91,5.587979106546249,493.7339978378434,515.3816751104717,493.7339978378434,523.7179818496377,11.697188800614482,523.7179818496377,0.5660763979297784,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
,,9,SIM028s,001,calibration_interleaved,black,unknown,5,0.5789903542138346,0.3186300730193313,0,1.0,False,2.7788713982834374,True,dot,dot,-0.29373481996179673,0.72313663744,3.0036619936486755,2.0,0.025,0.02,0,0,5,0.72313663744,8.503777913075126,1411.627133570471,267.99234750818135,166,166,8.053088481844547,1411.627133570471,235.27408486778745,1411.627133570471,1489.199624660238,116.36706248662655,1489.199624660238,0.627769948416244,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
,,10,SIM028s,001,calibration_interleaved,black,unknown,5,0.23661363843706862,-1.171335681444276,90,1.0,False,2.248166836618085,True,square,square,-0.6548628667949083,0.72313663744,3.755197091938112,2.0,0.025,0.02,90,90,5,0.72313663744,8.561444751546432,1147.233596707222,430.5217948326636,134,134,8.424578732751993,1147.233596707222,473.6397402409447,1147.233596707222,1162.9977426966088,77.96666749732478,1162.9977426966088,0.7419200949196498,,,,,,,,,,,,SIM028s,001,"[0, 90]",4
