thisRow.t,notes,trial_num,participant,session,phase,cue_color,target_difficulty,trial_index_within_staircase,prop_used,stimulus_logit,staircase_id,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,quest_alpha_mean,quest_alpha_sd,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,angle_bias,applied_angle_bias,trials_completed_this_staircase,alpha_sd_current,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_type,trial_index_within_type,threshold_source,s_threshold_60pct,s_threshold_80pct,cue_difficulty_prediction,actual_difficulty_level,target_percentage,confidence_rating,agency_rating,s_threshold_70pct,participant.1,session.1,learning_order,counterbalance_index
,,1,SIM002s,001,calibration_interleaved,black,unknown,1,0.11044919419641339,-2.086160988537512,0,0.0,False,2.5645304967657174,True,dot,square,-0.2401966798659451,0.784,3.196431765030669,2.0,0.025,0.02,0,0,1,0.784,0.08959189160028336,13.707559414843354,182.62421857634078,153,153,0.8345741028178097,13.707559414843354,152.69988635789048,13.707559414843354,15.019169429256653,0.9556711266115767,15.019169429256653,0.43246540300907377,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,2,SIM002s,001,calibration_interleaved,black,unknown,1,0.19904502773310712,-1.3922736619449778,90,1.0,False,1.463160047573222,True,dot,dot,-0.5025012825687842,0.784,3.1229398402590762,2.0,0.025,0.02,90,-90,1,0.784,10.430852034615468,907.4841270115456,395.8562640426973,87,87,10.223769053244254,907.4841270115456,396.41754356258394,907.4841270115456,959.8904454985745,71.77904633329786,959.8904454985745,0.8550239972672737,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,3,SIM002s,001,calibration_interleaved,black,unknown,2,0.3682290507019642,-0.5398217415278802,0,1.0,False,1.4306028944547442,True,square,square,-0.2691604358265988,0.76832,3.0478913200882167,2.0,0.025,0.02,0,0,2,0.76832,6.92644937260566,588.7481966714811,327.7533279690207,85,85,7.084038723322509,588.7481966714811,385.92983401281424,588.7481966714811,592.1990672272062,-35.189092288077774,592.1990672272062,0.5602776840237464,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,4,SIM002s,001,calibration_interleaved,black,unknown,2,0.14322870659969808,-1.7887283146197017,90,0.0,False,2.0883022901951955,True,square,dot,-0.3781660028038622,0.76832,3.94385734799856,2.0,0.025,0.02,90,-90,2,0.76832,-1.1559827794879782,-144.49784743599727,264.2847391286801,125,125,-0.3537370070922389,-144.49784743599727,298.8087736595257,-144.49784743599727,-154.11714934683712,-14.419232136690235,154.11714934683712,0.4888782380488452,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,5,SIM002s,001,calibration_interleaved,black,unknown,3,0.10291360585387957,-2.1652623138242526,0,1.0,False,1.8449050694275435,True,square,square,-0.44929011423637594,0.7529536,3.2078800168240176,2.0,0.025,0.02,0,0,3,0.7529536,7.369454754177731,810.6400229595504,369.6822362065057,110,110,7.303252549464819,810.6400229595504,388.7289445907001,810.6400229595504,888.3045449244327,-22.230339653023428,888.3045449244327,0.5981645758475618,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,6,SIM002s,001,calibration_interleaved,black,unknown,3,0.5078705552404932,0.03148482159704506,90,1.0,False,1.3286628675228345,True,dot,dot,-0.339249174485776,0.7529536,3.7392724272024083,2.0,0.025,0.02,90,-90,3,0.7529536,13.2907160763328,1049.9665700302912,181.7905863369191,79,79,12.136432072533921,1049.9665700302912,172.37771490419004,1049.9665700302912,1151.3755510233243,55.17504770727822,1151.3755510233243,0.7250093299745655,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,7,SIM002s,001,calibration_interleaved,black,unknown,4,0.39842155139154006,-0.41204632943161995,0,1.0,False,2.233871848915694,True,square,square,-0.4458140276545987,0.737894528,3.4896146139308883,2.0,0.025,0.02,0,0,4,0.737894528,2.7769411821926706,372.1101184138179,230.3493026634285,134,134,4.312238671005361,372.1101184138179,261.2829850988921,372.1101184138179,407.46372383923995,19.76172182682068,407.46372383923995,0.8982225441454244,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,8,SIM002s,001,calibration_interleaved,black,unknown,4,0.6688252551712552,0.7028766569090142,90,1.0,False,1.6844464254340623,True,dot,dot,-0.2419840968889289,0.737894528,3.7225844083182893,2.0,0.025,0.02,90,-90,4,0.737894528,10.937790785273767,1104.7168693126505,222.92213344121103,101,101,11.71638848102899,1104.7168693126505,229.12367908187883,1104.7168693126505,1174.3858779813413,-29.180101690839482,1174.3858779813413,0.7382227846384097,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,9,SIM002s,001,calibration_interleaved,black,unknown,5,0.4531524253484641,-0.187941557961409,0,1.0,False,1.5593953081377128,True,square,square,-0.42217571793272296,0.72313663744,2.5393905213322636,2.0,0.025,0.02,0,0,5,0.72313663744,10.76898756671173,1001.5158437041908,436.05067937770247,93,93,10.797062237435389,1001.5158437041908,364.1189896297878,1001.5158437041908,1012.9203436075613,-52.63865176298692,1012.9203436075613,0.5691182072818561,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,10,SIM002s,001,calibration_interleaved,black,unknown,5,0.20606788566203768,-1.3487923027257844,90,1.0,False,1.7818977871781136,True,square,square,-0.34344151575730736,0.72313663744,2.153828020148835,2.0,0.025,0.02,90,90,5,0.72313663744,4.296724491368324,455.45279608504234,296.5025212732553,106,106,5.042852225616669,455.45279608504234,296.32877331578334,455.45279608504234,498.20789120004576,6.239965361226501,498.20789120004576,0.8276731690949847,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,11,SIM002s,001,calibration_interleaved,black,unknown,6,0.5475857165759308,0.19092069309348644,0,1.0,False,1.9969323788138769,True,dot,dot,-0.3669970409403641,0.7086739046912,3.3255370335330605,2.0,0.025,0.02,0,0,6,0.7086739046912,8.081014282316369,961.6406995956479,329.8495810004584,119,119,10.397794816487592,961.6406995956479,352.023126558702,961.6406995956479,962.24469005512,18.60740940826219,962.24469005512,0.6194205588415784,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,12,SIM002s,001,calibration_interleaved,black,unknown,6,0.17470583936142203,-1.5526362394715538,90,0.0,False,3.0400921512520336,True,dot,square,-0.23461399062302518,0.7086739046912,3.320192381165771,2.0,0.025,0.02,90,90,6,0.7086739046912,-3.313290348019162,-603.0188433394875,475.6945028700365,182,182,-2.9441325106777074,-603.0188433394875,514.4465921529653,-603.0188433394875,-654.3215435719045,-29.601251129043806,654.3215435719045,0.4476835164831142,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,13,SIM002s,001,calibration_interleaved,black,unknown,7,0.6227990176321808,0.5014457074933825,0,1.0,False,4.435428459957728,True,square,square,-0.2902845981620498,0.694500426597376,3.9397146528747697,2.0,0.025,0.02,0,0,7,0.694500426597376,7.8414564566860605,2085.827417478492,475.94234506613805,266,266,8.31980438215837,2085.827417478492,528.2343828105719,2085.827417478492,2127.9297373315358,88.1304791161388,2127.9297373315358,0.3938291110531525,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,14,SIM002s,001,calibration_interleaved,black,unknown,7,0.2259519070603369,-1.2313118312313087,90,,True,,False,,timeout,-0.23461399062302518,0.7086739046912,3.164018430917463,2.0,0.025,0.02,90,-90,7,0.7086739046912,-5.04183242075012,-1512.549726225036,133.74157325552773,300,300,-5.355902386114615,-1512.549726225036,135.19910403016567,-1512.549726225036,-1568.6460056846113,-128.70579589207014,1568.6460056846113,0.17691752873171704,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
,,15,SIM002s,001,calibration_interleaved,black,unknown,8,0.5296147933859765,0.11859798979800405,0,1.0,False,1.0758147652366483,True,dot,dot,-0.2548481072055118,0.6806104180654284,2.495257172459218,2.0,0.025,0.02,0,0,8,0.6806104180654284,9.882093448870457,632.4539807277092,301.71641216968317,64,64,8.827355797159916,632.4539807277092,279.3133375144195,632.4539807277092,693.9631410354416,-56.37134089451484,693.9631410354416,0.6920907504248976,,,,,,,,,,,,SIM002s,001,"[0, 90]",2
