thisRow.t,notes,trial_num,participant,session,phase,cue_color,target_difficulty,trial_index_within_staircase,prop_used,stimulus_logit,staircase_id,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,quest_alpha_mean,quest_alpha_sd,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,angle_bias,applied_angle_bias,trials_completed_this_staircase,alpha_sd_current,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_type,trial_index_within_type,threshold_source,s_threshold_60pct,s_threshold_80pct,cue_difficulty_prediction,actual_difficulty_level,target_percentage,confidence_rating,agency_rating,s_threshold_70pct,participant.1,session.1,learning_order,counterbalance_index
,,1,SIM016s,001,calibration_interleaved,black,unknown,1,0.2865877680737682,-0.9120145836877956,0,1.0,False,3.122391755392713,True,square,square,-0.45527580654016137,0.784,2.8090264083945327,2.0,0.025,0.02,0,0,1,0.784,0.8630271810681629,161.38608285974647,383.24600631475937,187,187,0.577085118848438,161.38608285974647,397.6715024923629,161.38608285974647,167.27502427132126,6.271039120706111,167.27502427132126,0.8173223114509789,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,2,SIM016s,001,calibration_interleaved,black,unknown,1,0.36582937713956803,-0.5501509974359062,90,1.0,False,1.5263439009664783,True,square,square,-0.4196925538920589,0.784,3.982191698862997,2.0,0.025,0.02,90,90,1,0.784,9.119370639701824,829.8627282128659,371.04507414149145,91,91,8.310459033986373,829.8627282128659,314.68067088361585,829.8627282128659,871.6685360320581,-72.73175840701097,871.6685360320581,0.9,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,3,SIM016s,001,calibration_interleaved,black,unknown,2,0.35925206227537476,-0.5786118812607023,0,0.0,False,1.7533621363476621,True,dot,square,-0.44335331931717575,0.76832,2.8364738155944567,2.0,0.025,0.02,0,0,2,0.76832,-4.869126412777188,-511.25827334160476,400.12687528833754,105,105,-6.376283861252789,-511.25827334160476,414.6790495745917,-511.25827334160476,-526.6457603518414,27.80257469037697,526.6457603518414,0.42213482864029434,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,4,SIM016s,001,calibration_interleaved,black,unknown,2,0.19639186031030095,-1.408999811308012,90,0.0,False,2.8369209296905327,True,dot,square,-0.32405951900851676,0.76832,3.3570296398136303,2.0,0.025,0.02,90,90,2,0.76832,-1.3009741667080588,-221.16560834037,287.83464656429675,170,170,-1.6447052954915813,-221.16560834037,325.9726655769816,-221.16560834037,-241.71738337853319,19.370144568852243,241.71738337853319,0.5022581600654397,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,5,SIM016s,001,calibration_interleaved,black,unknown,3,0.5037261008523516,0.014904679325489497,0,1.0,False,2.9580223348168877,True,square,square,-0.3998188094461226,0.7529536,3.1970142251603977,2.0,0.025,0.02,0,0,3,0.7529536,12.397188835862037,2194.302423947581,159.67186658105962,177,177,11.724587960008485,2194.302423947581,173.10396177865366,2194.302423947581,2218.7500146998736,83.20288266921192,2218.7500146998736,0.7844248439262903,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,6,SIM016s,001,calibration_interleaved,black,unknown,3,0.49542641076222865,-0.018294867211647584,90,0.0,False,2.075020927333255,True,dot,square,-0.35310716092921934,0.7529536,3.652392799165124,2.0,0.025,0.02,90,90,3,0.7529536,5.666093475803603,702.5955909996468,332.08788806104286,124,124,5.481545716863785,702.5955909996468,347.81913624780566,702.5955909996468,703.8628347051815,-51.42514376237459,703.8628347051815,0.2964351385795958,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,7,SIM016s,001,calibration_interleaved,black,unknown,4,0.69587443529052,0.8277285770579658,0,1.0,False,1.0513381793911853,True,dot,dot,-0.28524772003907434,0.737894528,3.4045449927306146,2.0,0.025,0.02,0,0,4,0.737894528,15.736195324673192,991.3803054544111,465.5354722931338,63,63,15.922370361012028,991.3803054544111,511.79484264697567,991.3803054544111,1018.0979094977941,-18.946894518496954,1018.0979094977941,0.8808146015796119,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,8,SIM016s,001,calibration_interleaved,black,unknown,4,0.32864277108017437,-0.7143300195299352,90,0.0,False,4.139078057096493,True,dot,square,-0.3193930274598192,0.737894528,2.1082849003734747,2.0,0.025,0.02,90,90,4,0.737894528,4.8430083040941065,1201.0660594153385,138.3111141928255,248,248,3.693571501028391,1201.0660594153385,158.22962992377592,1201.0660594153385,1217.1591662311694,-39.63717224021493,1217.1591662311694,0.3314526350053709,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,9,SIM016s,001,calibration_interleaved,black,unknown,5,0.11361369483375215,-2.054348813790719,0,1.0,False,2.0765863234338644,True,square,square,-0.44741532029964176,0.72313663744,2.2770186443351177,2.0,0.025,0.02,0,0,5,0.72313663744,8.722005865506016,1081.5287273227461,434.8856586902866,124,124,8.826884014932471,1081.5287273227461,452.07808826803,1081.5287273227461,1183.1082806179159,104.26317411487308,1183.1082806179159,0.6846392642126617,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,10,SIM016s,001,calibration_interleaved,black,unknown,5,0.3138881588690274,-0.7820039076413268,90,0.0,False,4.990773078405483,True,square,dot,-0.27698703010984765,0.72313663744,3.515292747510982,2.0,0.025,0.02,90,90,5,0.72313663744,-0.08956749431773758,-26.780680801003538,106.98740513179787,299,299,-0.3082328037507206,-26.780680801003538,115.78558278308945,-26.780680801003538,-27.88352305460988,1.7068679492756689,27.88352305460988,0.5201516146182161,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,11,SIM016s,001,calibration_interleaved,black,unknown,6,0.2007981017943441,-1.381313667906251,0,1.0,False,2.5013897284456403,True,square,square,-0.5314661715842366,0.7086739046912,2.1072324306776027,2.0,0.025,0.02,0,0,6,0.7086739046912,4.643345032326656,696.5017548489984,284.20139201871064,150,150,4.426044949387098,696.5017548489984,296.6826987858491,696.5017548489984,727.4589264761546,-13.18246632896191,727.4589264761546,0.31709931601439695,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,12,SIM016s,001,calibration_interleaved,black,unknown,6,0.25904945180593875,-1.0509149094011896,90,1.0,False,2.9364362256088903,True,square,square,-0.3466405392460684,0.7086739046912,3.405802964868661,2.0,0.025,0.02,90,90,6,0.7086739046912,3.6999573696053143,651.1924970505353,486.50239512116826,176,176,4.152820421380941,651.1924970505353,431.9125962855419,651.1924970505353,688.6977009870875,52.99281211160774,688.6977009870875,0.7498435887865222,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,13,SIM016s,001,calibration_interleaved,black,unknown,7,0.49748585159020947,-0.01005667839664456,0,1.0,False,1.6245259753534502,True,square,square,-0.4854083330193326,0.694500426597376,2.24215842439554,2.0,0.025,0.02,0,0,7,0.694500426597376,7.762318346674635,752.9448796274396,163.5813284815266,97,97,9.951555627149238,752.9448796274396,138.4552734031287,752.9448796274396,797.7136696311788,-73.01899150720887,797.7136696311788,0.5931142428196143,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,14,SIM016s,001,calibration_interleaved,black,unknown,7,0.6273760797950885,0.520976514917763,90,1.0,False,1.8165710176252223,True,square,square,-0.27000103279493,0.694500426597376,3.79903197710734,2.0,0.025,0.02,90,90,7,0.694500426597376,14.643354653595932,1581.4823025883607,329.60995033083395,108,108,14.160776951893062,1581.4823025883607,268.4327044140466,1581.4823025883607,1597.4229257742768,17.671932848574205,1597.4229257742768,0.568318254113733,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,15,SIM016s,001,calibration_interleaved,black,unknown,8,0.5350034456853198,0.14024319192462925,0,0.0,False,2.144504939625993,True,dot,square,-0.5396314651811427,0.6806104180654284,3.8583230349029716,2.0,0.025,0.02,0,0,8,0.6806104180654284,0.12377550252719693,15.843264323481208,316.6974835459973,128,128,0.42994778716205206,15.843264323481208,314.6390539175537,15.843264323481208,17.086808872675483,-0.20623246331616066,17.086808872675483,0.5731145972486578,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,16,SIM016s,001,calibration_interleaved,black,unknown,8,0.11125028226204701,-2.0780332052929027,90,1.0,False,2.3775506670605377,True,square,square,-0.426697154411421,0.6806104180654284,2.9427783892230206,2.0,0.025,0.02,90,90,8,0.6806104180654284,0.7610848911283474,108.07405454022533,242.77030748717218,142,142,0.5099748824976551,108.07405454022533,287.38621532863027,108.07405454022533,112.93856340653412,2.0922561183652326,112.93856340653412,0.599634461792701,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,17,SIM016s,001,calibration_interleaved,black,unknown,9,0.28967233370740864,-0.8969759649836259,0,0.0,False,2.6810580812450175,True,dot,square,-0.5092571826979316,0.6669982097041198,3.333955259227546,2.0,0.025,0.02,0,0,9,0.6669982097041198,6.226407401760772,996.2251842817236,378.7349345620223,160,160,5.3931885108332285,996.2251842817236,440.4641601668185,996.2251842817236,1035.4701386227075,92.95318256499036,1035.4701386227075,0.637737614944325,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,18,SIM016s,001,calibration_interleaved,black,unknown,9,0.5559855121165562,0.224885044298778,90,1.0,False,2.1205188881638346,True,dot,dot,-0.3713126675210541,0.6669982097041198,2.4646343512520437,2.0,0.025,0.02,90,90,9,0.6669982097041198,8.855425367221784,1124.6390216371665,462.5925599923912,127,127,8.17885228912381,1124.6390216371665,452.12883206330656,1124.6390216371665,1138.2441655784135,-44.77308918395231,1138.2441655784135,0.5620508865479406,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,19,SIM016s,001,calibration_interleaved,black,unknown,10,0.10764549061425857,-2.115020152062737,0,0.0,False,2.2454275307838927,True,dot,square,-0.3754436019175312,0.6536582455100374,3.181540036626568,2.0,0.025,0.02,0,0,10,0.6536582455100374,-0.36534774524071667,-48.95659786225603,169.52284917518986,134,134,-0.22455116439653353,-48.95659786225603,188.489409437644,-48.95659786225603,-50.23341328043379,-1.2010936716242773,50.23341328043379,0.3526022662480861,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,20,SIM016s,001,calibration_interleaved,black,unknown,10,0.15520889778569116,-1.6943174432806312,90,1.0,False,1.6157413830190612,True,dot,dot,-0.48156306550101885,0.6536582455100374,3.2719075153391195,2.0,0.025,0.02,90,90,10,0.6536582455100374,11.48094666830945,1102.1708801577072,371.6412023838458,96,96,11.413287272889141,1102.1708801577072,305.8238190084129,1102.1708801577072,1204.0445132790394,-95.98909889429044,1204.0445132790394,0.6292301095745542,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,21,SIM016s,001,calibration_interleaved,black,unknown,11,0.6880627458262384,0.7910779749366392,0,0.0,False,3.123789115178276,True,square,dot,-0.4707095306939551,0.6405850805998367,3.3078751950188967,2.0,0.025,0.02,0,0,11,0.6405850805998367,-1.611791207071426,-301.40495572235665,178.0230603516137,187,187,-4.683800573754792,-301.40495572235665,153.97121089775706,-301.40495572235665,-326.87192419046767,12.718156025568534,326.87192419046767,0.1701432302596427,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,22,SIM016s,001,calibration_interleaved,black,unknown,11,0.24973596631747516,-1.100020964458246,90,1.0,False,2.444521088387873,True,square,square,-0.5320704605825257,0.6405850805998367,2.500406099533481,2.0,0.025,0.02,90,90,11,0.6405850805998367,5.577930719644242,814.3778850680594,484.09652869300635,146,146,6.76782080153076,814.3778850680594,465.6475650044141,814.3778850680594,853.6185005020752,23.680996893984528,853.6185005020752,0.5405717856312028,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,23,SIM016s,001,calibration_interleaved,black,unknown,12,0.2814004025803377,-0.937525739137553,0,1.0,False,1.4570137424584053,True,dot,dot,-0.508054827369443,0.6277733789878399,3.575097365631956,2.0,0.025,0.02,0,0,12,0.6277733789878399,3.7765814548987144,328.56258657618815,115.55321615584373,87,87,4.290352811096277,328.56258657618815,116.7362707438608,328.56258657618815,358.62014532996653,28.21642908179772,358.62014532996653,0.7646770051080737,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,24,SIM016s,001,calibration_interleaved,black,unknown,12,0.343187163442629,-0.6491231376779306,90,0.0,False,3.3189901739111702,True,square,dot,-0.5227062464148933,0.6277733789878399,2.585505906445384,2.0,0.025,0.02,90,-90,12,0.6277733789878399,-1.1716702816919553,-233.16238605669912,226.91609709943586,199,199,-1.9121232479186945,-233.16238605669912,225.5306127236832,-233.16238605669912,-250.27394350947526,17.77114199778151,250.27394350947526,0.8432212627512995,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,25,SIM016s,001,calibration_interleaved,black,unknown,13,0.5214035568818813,0.08566657966738586,0,1.0,False,2.236493305381938,True,square,square,-0.46154665048489135,0.6152179114080831,2.303609613719608,2.0,0.025,0.02,0,0,13,0.6152179114080831,4.221269033371695,565.6500504718072,219.48912760809515,134,134,3.9790847602553714,565.6500504718072,230.9063906890622,565.6500504718072,589.2414552780785,41.78691329176104,589.2414552780785,0.4517273268997293,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,26,SIM016s,001,calibration_interleaved,black,unknown,13,0.20658375219591055,-1.3456420767578574,90,0.0,False,1.8560359297756317,True,square,dot,-0.45824293970469443,0.6152179114080831,2.894471965848834,2.0,0.025,0.02,90,-90,13,0.6152179114080831,0.948318387666939,105.26334103103022,490.907143468316,111,111,-0.06491008826600342,105.26334103103022,562.5829346115937,105.26334103103022,111.34676473033949,-7.847625972302558,111.34676473033949,0.6963458692428857,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,27,SIM016s,001,calibration_interleaved,black,unknown,14,0.1219190277260472,-1.9743816957108251,0,1.0,False,1.0986279404083847,True,dot,dot,-0.5775306706188796,0.6029135531799215,2.2255783402661513,2.0,0.025,0.02,0,0,14,0.6029135531799215,6.571909558874053,427.1741213268134,274.06422892461364,65,65,7.070524460608779,427.1741213268134,307.09724344610953,427.1741213268134,438.03407888170574,-35.12950773333801,438.03407888170574,0.6894746948455793,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,28,SIM016s,001,calibration_interleaved,black,unknown,14,0.678626439328451,0.7474666262526898,90,0.0,False,2.217161804940656,True,dot,square,-0.5506806730947605,0.6029135531799215,3.694050488501265,2.0,0.025,0.02,90,90,14,0.6029135531799215,5.9448156175319635,790.6604771317511,223.42152739905944,133,133,6.055437486520009,790.6604771317511,237.29900505326367,790.6604771317511,843.289360619149,-60.10868306067013,843.289360619149,0.18786144362899948,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,29,SIM016s,001,calibration_interleaved,black,unknown,15,0.3538354037850601,-0.6022224202840757,0,0.0,False,2.244863978052955,True,square,dot,-0.57567878939399,0.590855282116323,2.8636035345733712,2.0,0.025,0.02,0,0,15,0.590855282116323,1.138896764773021,152.61216647958483,387.4575231756239,134,134,1.9480574640223387,152.61216647958483,427.67896088157954,152.61216647958483,157.35865448894077,-2.1412819092058375,157.35865448894077,0.23907038507099532,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,30,SIM016s,001,calibration_interleaved,black,unknown,15,0.301212863494037,-0.8415289676165661,90,1.0,False,2.7653043985165238,True,dot,dot,-0.5724942951838959,0.590855282116323,2.8891968213090857,2.0,0.025,0.02,90,-90,15,0.590855282116323,6.464152095286009,1066.5850957221915,297.7284169334014,165,165,7.410313584003029,1066.5850957221915,285.8228013358442,1066.5850957221915,1169.6933554753741,27.81757976577893,1169.6933554753741,0.8739884558566582,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,31,SIM016s,001,calibration_interleaved,black,unknown,16,0.3421726633961141,-0.6536270171205493,0,0.0,False,1.7545724190108576,True,dot,square,-0.5699625860273756,0.5790381764739965,2.3776453157482806,2.0,0.025,0.02,0,0,16,0.5790381764739965,2.090478756115318,219.50026939210838,301.7916246177694,105,105,3.581787792369521,219.50026939210838,320.5306846302427,219.50026939210838,227.94847173974372,14.339948581348649,227.94847173974372,0.4703735478808234,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,32,SIM016s,001,calibration_interleaved,black,unknown,16,0.4141271062695342,-0.34692991447388055,90,,True,,False,,timeout,-0.5724942951838959,0.590855282116323,2.724679028176966,2.0,0.025,0.02,90,-90,16,0.590855282116323,-0.41928911404756697,-125.7867342142701,104.84263815634036,300,300,-0.660703224249112,-125.7867342142701,98.68869393223349,-125.7867342142701,-129.9388616078503,-4.7297381702250325,129.9388616078503,0.682941031613318,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,33,SIM016s,001,calibration_interleaved,black,unknown,17,0.49155663973774516,-0.033776651891525775,0,0.0,False,2.3699874051614414,True,dot,square,-0.6083892446404449,0.5674574129445166,3.5089880559153372,2.0,0.025,0.02,0,0,17,0.5674574129445166,2.9354583452356326,416.83508502345984,120.75074024043447,142,142,1.8745564120395288,416.83508502345984,139.90992398228926,416.83508502345984,443.47809840850203,17.94616383818226,443.47809840850203,0.49936577675871346,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,34,SIM016s,001,calibration_interleaved,black,unknown,17,0.2915184743479688,-0.8880206028744433,90,0.0,False,4.212989444831358,True,square,dot,-0.5498815764660734,0.5790381764739965,2.8922294662062598,2.0,0.025,0.02,90,90,17,0.5790381764739965,6.2949639685088155,1586.3309200642216,308.23826572678695,252,252,6.417176158400674,1586.3309200642216,355.9918997497288,1586.3309200642216,1646.8508171332292,-62.667213704774035,1646.8508171332292,0.6315833875716168,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,35,SIM016s,001,calibration_interleaved,black,unknown,18,0.3224145866229249,-0.7426973627361678,0,1.0,False,2.672989447154192,True,dot,dot,-0.6177908129071454,0.5561082646856262,2.9609453664834042,2.0,0.025,0.02,0,0,18,0.5561082646856262,9.840711483334868,1574.513837333579,104.42477375691044,160,160,9.723577921431078,1574.513837333579,95.13811078375868,1574.513837333579,1621.60968553721,89.02687576539606,1621.60968553721,0.8525292982255467,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,36,SIM016s,001,calibration_interleaved,black,unknown,18,0.39351217607025263,-0.43257264184363015,90,0.0,False,2.7046099186393238,True,dot,square,-0.5580932018896444,0.5674574129445166,3.4675648274162394,2.0,0.025,0.02,90,-90,18,0.5674574129445166,-1.5429423209390913,-249.9566559921328,161.91113120489183,162,162,-1.398640299565227,-249.9566559921328,134.1863369623783,-249.9566559921328,-254.85752519254336,3.559501684178855,254.85752519254336,0.5262193703344623,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,37,SIM016s,001,calibration_interleaved,black,unknown,19,0.35036465056637556,-0.6174367337121014,0,,True,,False,,timeout,-0.6177908129071454,0.5561082646856262,3.1783102048463525,2.0,0.025,0.02,0,0,19,0.5561082646856262,1.8715293419150605,561.4588025745181,138.50232745009822,300,300,1.6097300555537846,561.4588025745181,143.77786758594073,561.4588025745181,602.5089211295319,-6.845878381215492,602.5089211295319,0.6235343827116816,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,38,SIM016s,001,calibration_interleaved,black,unknown,19,0.3940575510128237,-0.4302880457000524,90,1.0,False,3.1254964822108833,True,dot,dot,-0.5493598495500223,0.5561082646856262,3.2231543486882615,2.0,0.025,0.02,90,-90,19,0.5561082646856262,11.27114760742219,2107.7046025879495,463.8027344112134,187,187,12.034324381187533,2107.7046025879495,465.64017055798547,2107.7046025879495,2241.9407045882112,-68.41111550371939,2241.9407045882112,0.608374694297417,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,39,SIM016s,001,calibration_interleaved,black,unknown,20,0.3692692100479049,-0.5353531866131208,0,0.0,False,3.6988416038837,True,dot,square,-0.6232866546600804,0.5449860993919137,2.91409094338672,2.0,0.025,0.02,0,0,20,0.5449860993919137,3.305047708612264,730.4155436033103,328.48249903013624,221,221,3.1373613891141465,730.4155436033103,390.8285081864953,730.4155436033103,757.572924405009,24.915569645053324,757.572924405009,0.6669024571662865,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
,,40,SIM016s,001,calibration_interleaved,black,unknown,20,0.3541235854028994,-0.6009622132913176,90,0.0,False,1.8666113348251558,True,square,dot,-0.5459196919672692,0.5449860993919137,3.6154599981657705,2.0,0.025,0.02,90,-90,20,0.5449860993919137,3.1460068096572087,349.2067558719502,343.61318147819213,111,111,2.9852710613124405,349.2067558719502,400.41072581378404,349.2067558719502,349.501475060336,13.585464187364968,349.501475060336,0.5563366218076621,,,,,,,,,,,,SIM016s,001,"[0, 90]",0
