thisRow.t,notes,trial_num,participant,session,phase,cue_color,target_difficulty,trial_index_within_staircase,prop_used,stimulus_logit,staircase_id,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,quest_alpha_mean,quest_alpha_sd,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,angle_bias,applied_angle_bias,trials_completed_this_staircase,alpha_sd_current,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_type,trial_index_within_type,threshold_source,s_threshold_60pct,s_threshold_80pct,cue_difficulty_prediction,actual_difficulty_level,target_percentage,confidence_rating,agency_rating,s_threshold_70pct,participant.1,session.1,learning_order,counterbalance_index
,,1,SIM014s,001,calibration_interleaved,black,unknown,1,0.12081723901675859,-1.984713812868904,0,0.0,False,2.131349866665725,True,dot,square,-0.25017231880669155,0.784,4.076592435755056,2.0,0.025,0.02,0,0,1,0.784,0.968868418792695,123.04628918667227,489.00281300343875,127,127,0.3441728926869412,123.04628918667227,497.9362723192325,123.04628918667227,129.33038432411115,12.094048152761962,129.33038432411115,0.19440627235025085,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
,,2,SIM014s,001,calibration_interleaved,black,unknown,1,0.1297469281304418,-1.90319821008505,90,1.0,False,5.0,False,dot,dot,-0.5527421964692247,0.784,2.659107622338516,2.0,0.025,0.02,90,90,1,0.784,3.142952003645244,942.8856010935732,281.01088959809215,300,300,2.2140074753396224,942.8856010935732,272.2773412519979,942.8856010935732,958.1092078331823,3.3516364779176318,958.1092078331823,0.6339711309070108,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
,,3,SIM014s,001,calibration_interleaved,black,unknown,2,0.13637281582329575,-1.8457487478219383,0,0.0,False,1.1516516286166874,True,dot,square,-0.09593326400188434,0.76832,1.7613208261198836,2.0,0.025,0.02,0,0,2,0.76832,0.15347601265562205,10.589844873237922,357.9723149114742,69,69,0.9283047838254895,10.589844873237922,372.3063132623975,10.589844873237922,11.558175903689076,0.3082655327177884,11.558175903689076,0.5017069786303322,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
,,4,SIM014s,001,calibration_interleaved,black,unknown,2,0.6360495865507086,0.5582588950062414,90,1.0,False,1.3798850583785482,True,square,square,-0.44534542429326296,0.76832,2.5807511829177416,2.0,0.025,0.02,90,90,2,0.76832,8.026258868843076,658.1532272451323,130.29460342233338,82,82,7.427182605926755,658.1532272451323,142.46847603031028,658.1532272451323,696.9839772650453,-0.4255838694068279,696.9839772650453,0.6231688802404425,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
,,5,SIM014s,001,calibration_interleaved,black,unknown,3,0.12959440748526962,-1.9045496704375,0,1.0,False,5.0,False,square,square,-0.2677518226132678,0.7529536,3.0573449545630256,2.0,0.025,0.02,0,0,3,0.7529536,8.530179439364696,2559.0538318094086,374.9293338097139,300,300,9.0750994682166,2559.0538318094086,349.3821200164623,2559.0538318094086,2610.471776817696,210.7003874661247,2610.471776817696,0.7653019205055929,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
,,6,SIM014s,001,calibration_interleaved,black,unknown,3,0.1302262013638332,-1.8989602273926336,90,1.0,False,1.0278655397325012,True,square,square,-0.5834388305877032,0.7529536,2.1071812287729093,2.0,0.025,0.02,90,90,3,0.7529536,9.65677037857386,589.0629930930055,262.48382299520136,61,61,10.136663846025225,589.0629930930055,264.4077621039953,589.0629930930055,645.5926164555193,57.7295459103917,645.5926164555193,0.8344133755746661,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
,,7,SIM014s,001,calibration_interleaved,black,unknown,4,0.5085291945209955,0.03412008786011362,0,,True,,False,,timeout,-0.2677518226132678,0.7529536,2.8715600254481193,2.0,0.025,0.02,0,0,4,0.7529536,8.35861663625159,2507.5849908754767,208.35258505074762,300,300,8.340807476712849,2507.5849908754767,233.02091193991782,2507.5849908754767,2544.4511944418346,-179.6575902786837,2544.4511944418346,0.19194764635112027,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
,,8,SIM014s,001,calibration_interleaved,black,unknown,4,0.25589219784126804,-1.0674296661028178,90,0.0,False,2.59786215563632,True,square,dot,-0.5382663526062925,0.737894528,2.7996319979141258,2.0,0.025,0.02,90,90,4,0.737894528,5.260991906335713,815.4537454820355,491.13606003749135,155,155,4.288985891903581,815.4537454820355,502.8432099286985,815.4537454820355,843.9432758301913,-30.068030615822124,843.9432758301913,0.3722332178436695,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
,,9,SIM014s,001,calibration_interleaved,black,unknown,5,0.656507520236339,0.6477689302717516,0,1.0,False,2.399352314812987,True,square,square,-0.183829086932141,0.737894528,2.082599485435701,2.0,0.025,0.02,0,0,5,0.737894528,9.329902803820987,1334.1761009464012,444.3812590608653,143,143,8.836440621610706,1334.1761009464012,438.3875829612864,1334.1761009464012,1421.4820873394451,55.77857675788344,1421.4820873394451,0.70017140648294,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
,,10,SIM014s,001,calibration_interleaved,black,unknown,5,0.48017956162225245,-0.07932332046796907,90,1.0,False,1.8009553443295412,True,square,square,-0.49619657466027955,0.72313663744,2.760097654737193,2.0,0.025,0.02,90,90,5,0.72313663744,7.971325440625272,860.9031475875294,328.84413960215886,108,108,8.305003234692704,860.9031475875294,320.4669270587388,860.9031475875294,933.8823093803761,74.57256735230547,933.8823093803761,0.6242317835241064,,,,,,,,,,,,SIM014s,001,"[0, 90]",6
